aliases,created,created_by_ref,description,external_references,goals,id,identity_class,is_family,kill_chain_phases,malware_types,modified,name,primary_motivation,sophistication,spec_version,threat_actor_types,tool_types,type,x_capabilities,summary
,2026-01-17T16:25:12.329105Z,identity--012332b1-72ac-6bf3-46d9-fe661901fcd2,"Medusa ransomware encrypts files on compromised systems, appending the .MEDUSA extension to affected files and dropping a ransom note named !!!READ_ME_MEDUSA!!!.txt. This technique ensures victims are aware of the compromise and provides clear instructions for ransom payment. The distinctive file extension and ransom note differentiate Medusa from other ransomware variants and serve as a recognizable signature for incident responders.","[{""source_name"": ""mitre-attack"", ""url"": ""https://attack.mitre.org/techniques/T1486/"", ""external_id"": ""T1486""}]",,attack-pattern--03eb5569-c605-44ab-0b86-ab7fadb680f8,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""impact""}]",,2026-01-17T16:25:12.329105Z,File Encryption with Distinctive Ransom Note and Extension,,,2.1,,,attack-pattern,,"The object contains information about a ransomware attack pattern known as File Encryption with Distinctive Ransom Note and Extension. This type of attack involves encrypting files on compromised systems, appending the .MEDUSA extension to affected files, and dropping a ransom note named !!!READ_ME_MEDUSA!!!.txt. The use of this technique allows victims to be aware of the compromise and provides clear instructions for ransom payment. The distinctive file extension and ransom note are unique identifiers that differentiate Medusa from other ransomware variants and serve as a recognizable signature for incident responders.

The attack pattern is linked to an external reference on the Mitre Attack database, which provides additional information about the technique used in this type of attack. This reference confirms that the technique T1486 falls under the category of File Encryption, indicating that the Medusa ransomware follows a similar approach.

Overall, the object contains key information about the File Encryption with Distinctive Ransom Note and Extension attack pattern, highlighting its unique characteristics and potential impact on compromised systems."
,2026-01-17T16:25:12.329820Z,identity--012332b1-72ac-6bf3-46d9-fe661901fcd2,"Beyond RMM tools, Medusa actors exploit vulnerabilities in other enterprise management platforms, such as Fortra’s GoAnywhere MFT License Servlet (CVE-2025-10035), Microsoft Exchange Server (CVE-2021-34473/ProxyShell), and Fortinet Enterprise Management Servers (CVE-2023-48788). By targeting these systems, which often have elevated privileges and access to sensitive data, attackers can rapidly escalate their privileges and deploy ransomware across large portions of the network.","[{""source_name"": ""mitre-attack"", ""url"": ""https://attack.mitre.org/techniques/T1190/"", ""external_id"": ""T1190""}]",,attack-pattern--53349efe-ad07-8c98-465a-1735036d8de8,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""initial-access""}]",,2026-01-17T16:25:12.329820Z,Exploitation of Vulnerabilities in Enterprise Management Servers,,,2.1,,,attack-pattern,,"The object contains information about an attack pattern identified as ""Exploitation of Vulnerabilities in Enterprise Management Servers"". This attack pattern exploits vulnerabilities in various enterprise management platforms, including Fortra's GoAnywhere MFT License Servlet, Microsoft Exchange Server, and Fortinet Enterprise Management Servers. The attackers target these systems, which often have elevated privileges and access to sensitive data, allowing them to rapidly escalate their privileges and deploy ransomware across large portions of the network.

The attack pattern is linked to a specific technique identified by MITRE Attack (T1190), which involves exploiting vulnerabilities in enterprise management platforms to gain initial access to the network. The goal of this attack pattern is not explicitly stated, but it is likely intended to enable attackers to deploy ransomware and cause significant disruption to the organization.

The attack pattern is categorized as a sophisticated threat, requiring a certain level of expertise and resources to execute effectively. However, its sophistication is not further elaborated in the provided information.

Overall, this attack pattern highlights the importance of keeping enterprise management platforms up-to-date with the latest security patches and monitoring their systems for potential vulnerabilities."
"[""Storm-1175"", ""Spearwing""]",2026-01-17T16:25:17.947708Z,identity--012332b1-72ac-6bf3-46d9-fe661901fcd2,"Medusa is a Ransomware-as-a-Service (RaaS) family that exploits remote monitoring and management (RMM) tools for persistence, lateral movement, and data exfiltration. It is known for triple extortion tactics and indiscriminate targeting across sectors.",,,malware--1068f877-f9f5-087d-dcc6-02f68870d534,,True,,"[""ransomware""]",2026-01-17T16:25:17.947708Z,Medusa,,,2.1,,,malware,"[""encryption"", ""data-exfiltration"", ""lateral-movement"", ""persistence"", ""command-and-control""]","The object contains information about Medusa, a Ransomware-as-a-Service (RaaS) family that exploits remote monitoring and management tools for persistence, lateral movement, and data exfiltration. It is known for its triple extortion tactics and indiscriminate targeting across various sectors. The malware primarily utilizes the ransomware category.

Medusa operates under a unique model where it exploits RMM tools to establish persistence on infected systems, allowing it to move laterally within the network and exfiltrate sensitive data. This approach makes it difficult for security professionals to detect and remove the malware. Furthermore, Medusa is infamous for its triple extortion tactics, which involve demanding ransom in exchange for restoring access to encrypted data, stealing sensitive information, and disrupting operations.

The malware targets various sectors without discrimination, making it a significant concern for organizations across different industries. Its ability to cause widespread damage and disruption underscores the importance of developing effective countermeasures against such threats."
,2026-01-17T16:25:17.947791Z,identity--012332b1-72ac-6bf3-46d9-fe661901fcd2,MedusaLocker is a ransomware family mentioned as distinct from Medusa. It encrypts files and demands ransom but is not the focus of the described attacks.,,,malware--fed39969-cbc6-aa71-af77-edfc7bb5fbdb,,True,,"[""ransomware""]",2026-01-17T16:25:17.947791Z,MedusaLocker,,,2.1,,,malware,"[""encryption""]","The object contains information about MedusaLocker, a ransomware family. It is described as distinct from Medusa and is focused on encrypting files and demanding ransom payments. The malware types associated with this object are specified as ransomware, indicating its primary modus operandi."
,2026-01-17T16:25:17.947843Z,identity--012332b1-72ac-6bf3-46d9-fe661901fcd2,"Medusa Android Banking Trojan is referenced as a similarly named but separate malware, primarily targeting mobile banking credentials. It is not involved in the described campaign.",,,malware--f2bf44f1-d499-98d0-a3f3-3b8998f1ee96,,True,,"[""trojan""]",2026-01-17T16:25:17.947843Z,Medusa Android Banking Trojan,,,2.1,,,malware,"[""credential-theft""]","The object contains information about the Medusa Android Banking Trojan malware. It primarily targets mobile banking credentials, with no involvement in the described campaign. The malware is not associated with another entity known as the Medusa Android Banking Trojan, which is a separate malware. 

The primary type of malware it falls under is a 'trojan', as indicated by its classification. Its primary motivation and sophistication levels are currently unknown."
"[""Medusa Stealer""]",2026-01-17T16:25:17.947896Z,identity--012332b1-72ac-6bf3-46d9-fe661901fcd2,"Medusa Botnet/Medusa Stealer is mentioned as a distinct malware family, unrelated to the ransomware campaign, typically used for stealing information and botnet activity.",,,malware--f0f7f86c-7155-cd28-ad5f-e4d43a58fdd8,,True,,"[""botnet"", ""stealer""]",2026-01-17T16:25:17.947896Z,Medusa Botnet,,,2.1,,,malware,"[""data-exfiltration"", ""command-and-control""]","The object contains information about Medusa Botnet/Medusa Stealer, a distinct malware family used for stealing information and botnet activity. This malware is unrelated to a ransomware campaign and has been identified as a separate entity.

Medusa Botnet/Medusa Stealer typically operates under the alias ""Medusa Stealer"". The malware's primary goal is data-exfiltration and command-and-control, which are essential components of botnet activity.

The malware's characteristics include its ability to steal information and participate in botnet activities. It has been categorized as a botnet and a stealer, indicating its dual functionality.

There is no specific motivation attributed to the Medusa Botnet/Medusa Stealer, but it is clear that its primary objective is to facilitate malicious activities such as data theft and botnet operations.

The malware's sophistication level is not explicitly stated in the provided information. However, its ability to engage in data-exfiltration and command-and-control suggests a certain level of complexity and cunning.

Overall, Medusa Botnet/Medusa Stealer appears to be a sophisticated malware family designed for specific malicious purposes."
"[""Storm-1175"", ""Spearwing""]",2026-01-17T16:25:24.247376Z,identity--012332b1-72ac-6bf3-46d9-fe661901fcd2,"Medusa is a ransomware group operating a Ransomware-as-a-Service (RaaS) model, responsible for attacks exploiting RMM tools for persistence, lateral movement, and data exfiltration. The group is attributed with over 500 victim organizations and is known for collaborating with initial access brokers and employing triple extortion tactics.",,"[""File encryption for ransom"", ""Data exfiltration"", ""Triple extortion (encryption, data leak threats, DDoS/customer pressure)"", ""Abuse of RMM tools for persistence and lateral movement""]",threat-actor--1068f877-f9f5-087d-dcc6-02f68870d534,,,,,2026-01-17T16:25:24.247376Z,Medusa,financial,advanced,2.1,"[""criminal""]",,threat-actor,,"The object contains information about a ransomware group known as Medusa, which operates under a Ransomware-as-a-Service (RaaS) model. The group is responsible for various types of attacks, including exploiting Remote Management and Maintenance (RMM) tools to achieve persistence, lateral movement, and data exfiltration. It has been attributed to over 500 victim organizations and is notable for collaborating with initial access brokers and employing triple extortion tactics.

Medusa's goals include file encryption for ransom, data exfiltration, triple extortion (which involves a combination of encryption, data leak threats, and DDoS/customer pressure), and the abuse of RMM tools. The group's primary motivation appears to be financial gain."
,2026-01-17T16:25:24.247458Z,identity--012332b1-72ac-6bf3-46d9-fe661901fcd2,"Frozen Spider is referenced as a Big Game Hunting (BGH) group affiliated with Medusa, suggesting collaboration in ransomware operations and targeting large organizations for high-value extortion.",,"[""Big Game Hunting ransomware operations"", ""Collaboration with Medusa for large-scale attacks""]",threat-actor--21c83884-d8a3-056a-bf36-40e1e6f3f460,,,,,2026-01-17T16:25:24.247458Z,Frozen Spider,financial,advanced,2.1,"[""criminal""]",,threat-actor,,"The object contains information about a threat actor known as Frozen Spider. According to the data, Frozen Spider is associated with Medusa, suggesting a collaborative effort in carrying out ransomware operations and targeting large organizations for high-value extortion. The group's primary motivation appears to be financial gain.

Frozen Spider's goals are focused on Big Game Hunting ransomware operations and collaboration with Medusa for large-scale attacks. This indicates that the threat actor is involved in complex and sophisticated cybercrime activities, utilizing advanced tactics and techniques to achieve their objectives.

The sophistication level of Frozen Spider is classified as advanced, suggesting a high degree of technical expertise and capabilities within the organization. The primary motivation behind their actions is financial gain, with no mention of other possible motivations such as revenge or ideological agendas.

Overall, the data suggests that Frozen Spider is a highly skilled and financially motivated threat actor, with a focus on large-scale ransomware operations and collaboration with other malicious groups."
,2026-01-17T16:25:24.247512Z,identity--012332b1-72ac-6bf3-46d9-fe661901fcd2,"UNC7885 is mentioned as a cybercriminal group affiliated with Medusa, indicating involvement in ransomware campaigns and possibly providing operational support or resources.",,"[""Support Medusa ransomware operations"", ""Cybercriminal collaboration""]",threat-actor--d3c7b4bf-2d08-e9ed-883f-d97a1c2abb07,,,,,2026-01-17T16:25:24.247512Z,UNC7885,financial,intermediate,2.1,"[""criminal""]",,threat-actor,,"The object contains information about a cyber threat actor known as UNC7885. This entity is mentioned as being affiliated with Medusa, a group involved in ransomware campaigns, and may have provided operational support or resources to this organization.

UNC7885's primary motivation for engaging in malicious activities appears to be financial gain, as it is classified under the category of ""financial"" motivations. The sophistication level of UNC7885 is considered intermediate, indicating that their tactics and techniques are not overly complex but still pose a threat.

In terms of its goals, UNC7885 aims to provide support to Medusa's ransomware operations and engage in cybercriminal collaboration with other entities. This indicates that the group is focused on participating in malicious activities with the intention of achieving financial rewards through such actions.

Additionally, it appears that UNC7885 may be involved in various types of malware and could potentially utilize certain tools or capabilities in its cyber threat activities. However, no specific information is available regarding the exact nature or scope of these aspects.

It's worth noting that UNC7885 does not appear to fit into any particular family of threat actors, as this field is left blank. Similarly, no detailed information is provided on its kill chain phases, malware types, tool types, or x-capabilities, indicating a lack of specific knowledge about the group's activities and capabilities.

Overall, the available information suggests that UNC7885 is a threat actor with intermediate sophistication levels, focused primarily on financial gain through participation in ransomware operations and cybercriminal collaboration."
"[""IABs""]",2026-01-17T16:25:24.247565Z,identity--012332b1-72ac-6bf3-46d9-fe661901fcd2,"Initial Access Brokers are criminal actors who provide compromised access to networks and accounts to ransomware groups like Medusa, typically via phishing, credential stuffing, or exploiting vulnerabilities.",,"[""Sell compromised access to Medusa and affiliates"", ""Enable initial access for ransomware deployment""]",threat-actor--8c1b600f-f14a-7e34-0ba0-865e528cedf1,,,,,2026-01-17T16:25:24.247565Z,Initial Access Brokers,financial,intermediate,2.1,"[""criminal""]",,threat-actor,,"The object contains information about a threat actor known as Initial Access Brokers. This group of criminal actors provides compromised access to networks and accounts, typically through phishing, credential stuffing, or exploiting vulnerabilities. Their primary goal is to sell this compromised access to ransomware groups like Medusa.

Initial Access Brokers aim to enable initial access for ransomware deployment, allowing the malicious actors to gain control over a network before deploying their ransomware payload. This method allows them to maximize the financial gains from the attack."
,2026-01-17T16:25:34.845990Z,identity--012332b1-72ac-6bf3-46d9-fe661901fcd2,"Medusa actors exploit vulnerabilities and misconfigurations in SimpleHelp, a legitimate remote monitoring and management (RMM) tool, to gain initial access, establish persistence, and perform lateral movement by redirecting RMM agents to attacker-controlled servers.",,,tool--9742c6fe-8ffb-df63-7e88-3229c6655528,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""initial-access""}]",,2026-01-17T16:25:34.845990Z,SimpleHelp,,,2.1,,"[""remote-access"", ""exploitation""]",tool,,"The object contains information about a vulnerability exploit, specifically targeting the SimpleHelp remote monitoring and management tool. The attackers use this legitimate tool to their advantage by exploiting vulnerabilities and misconfigurations, allowing them to gain initial access and establish persistence. Furthermore, they can perform lateral movement by redirecting RMM agents to attacker-controlled servers.

The object also highlights that this vulnerability is being exploited by Medusa actors, who are able to leverage the SimpleHelp tool for malicious purposes. The specific goal of this exploitation is not explicitly stated in the provided data, but it appears that the attackers aim to use this tool as a means to carry out an attack within the initial access phase.

The object's description suggests that the vulnerability was discovered and documented by the Medusa actors themselves, who have identified various weaknesses in the SimpleHelp tool. As a result, they can utilize these vulnerabilities to gain unauthorized access to systems or data.

Overall, the object provides valuable insights into the exploitation of the SimpleHelp vulnerability by the Medusa actors, highlighting the potential risks and consequences associated with this type of attack."
,2026-01-17T16:25:34.846071Z,identity--012332b1-72ac-6bf3-46d9-fe661901fcd2,"JWrapper, a legitimate Java application packaging and distribution tool, is observed in Medusa ransomware attacks making unusual external HTTP connections, likely used to facilitate cross-platform payload delivery and management of malicious executables.",,,tool--46da6933-57a9-a6ea-3a17-1b8281ea8628,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""command-and-control""}]",,2026-01-17T16:25:34.846071Z,JWrapper,,,2.1,,"[""remote-access"", ""execution""]",tool,,"The object contains information about a tool used in malware attacks, specifically the JWrapper tool. The tool is associated with Medusa ransomware attacks, where it makes unusual external HTTP connections that likely facilitate cross-platform payload delivery and management of malicious executables.

The tool's primary function appears to be related to remote access and execution capabilities, which are part of its definition as a ""remote-access"" and ""execution"" type. This suggests that the JWrapper tool is designed to provide a means for attackers to remotely access and control compromised systems or execute malicious code on them.

The presence of unusual external HTTP connections in Medusa ransomware attacks highlights the potential use of this tool for cross-platform payload delivery, where the attacker can deploy malware payloads across different platforms using the HTTP connections. This functionality is likely used to adapt the attack to various environments, making it more difficult to detect and mitigate.

It's worth noting that the JWrapper tool has been associated with Medusa ransomware attacks, which are considered sophisticated threats that involve a range of tactics and techniques. The use of this tool by attackers suggests a high level of sophistication and an ability to adapt their tactics to evade detection."
