aliases,created,created_by_ref,description,external_references,goals,id,identity_class,indicator_types,is_family,kill_chain_phases,malware_types,modified,name,pattern,pattern_type,pattern_version,primary_motivation,sophistication,spec_version,threat_actor_types,tool_types,type,valid_from,x_capabilities,summary
,2026-01-20T20:13:24.894332Z,identity--14d618a2-4cb2-85e1-a694-a9dc06618053,"Indicator of Compromise: sha256 - befa1695fcee9142738ad34cb0bfb453906a7ed52a73e2d665cf378775433aa8
Confidence: high
Notes: SHA-256 hash of the encrypted Kazuar KERNEL payload (jayb.dadk) dropped and executed by the loader.",,,indicator--2f982495-5cf7-4804-9c1b-71082970be2d,,"[""malicious-activity""]",,,,2026-01-20T20:13:24.894332Z,SHA256: befa1695fcee9142738ad34cb0bfb453906a7ed52a73e2d665cf378775433aa8,[file:hashes.'SHA-256' = 'befa1695fcee9142738ad34cb0bfb453906a7ed52a73e2d665cf378775433aa8'],stix,2.1,,,2.1,,,indicator,2026-01-20T20:13:24.894332Z,,"The object contains information about an indicator of compromise, specifically a SHA-256 hash of the encrypted Kazuar KERNEL payload. This hash is associated with high confidence and notes that it was dropped and executed by a loader. The indicator type is classified as malicious activity. 

A pattern has been defined for this indicator using STIX format, which specifies that the SHA-256 hash befa1695fcee9142738ad34cb0bfb453906a7ed52a73e2d665cf378775433aa8 should match a certain file or hash. The specification of this pattern is version 2.1 and is categorized as Stix.

The object also provides information about the malware types, kill chain phases, and threat actor types associated with this indicator, but these fields are currently empty."
,2026-01-20T20:13:24.894630Z,identity--14d618a2-4cb2-85e1-a694-a9dc06618053,"Indicator of Compromise: sha256 - c1f278f88275e07cc03bd390fe1cbeedd55933110c6fd16de4187f4c4aaf42b9
Confidence: high
Notes: SHA-256 hash of the decrypted Kazuar KERNEL payload (TyntGextctidv.exe) executed in memory.",,,indicator--151296b9-db02-4e67-b54a-a08631e9940e,,"[""malicious-activity""]",,,,2026-01-20T20:13:24.894630Z,SHA256: c1f278f88275e07cc03bd390fe1cbeedd55933110c6fd16de4187f4c4aaf42b9,[file:hashes.'SHA-256' = 'c1f278f88275e07cc03bd390fe1cbeedd55933110c6fd16de4187f4c4aaf42b9'],stix,2.1,,,2.1,,,indicator,2026-01-20T20:13:24.894630Z,,"The object contains a description of an indicator, which is a type of threat intelligence object that represents a potential security risk or anomaly. The indicator has a SHA-256 hash value associated with it, specifically 'c1f278f88275e07cc03bd390fe1cbeedd55933110c6fd16de4187f4c4aaf42b9', which was derived from the decrypted payload of an executable file called TyntGextctidv.exe. This executable was executed in memory, indicating that it was likely part of a malicious activity.

The confidence level for this indicator is high, suggesting that it has been identified as a potential threat by the system or analyst responsible for creating it. The notes provided offer further context, explaining that the SHA-256 hash value corresponds to the decrypted payload of the TyntGextctidv.exe executable.

In terms of its classification, the indicator falls under the category of malicious activity. It does not appear to be related to any specific malware type or family, and there is no indication of what motivated the creation of this indicator or how it was used in the past."
,2026-01-20T20:13:24.897053Z,identity--14d618a2-4cb2-85e1-a694-a9dc06618053,"Indicator of Compromise: sha256 - 458ca514e058fccc55ee3142687146101e723450ebd66575c990ca55f323c769
Confidence: high
Notes: SHA-256 hash of the encrypted Kazuar WORKER payload (kgjlj.sil) dropped and executed by the loader.",,,indicator--5a745dc5-8c28-422d-a54c-c9434f5e4bae,,"[""malicious-activity""]",,,,2026-01-20T20:13:24.897053Z,SHA256: 458ca514e058fccc55ee3142687146101e723450ebd66575c990ca55f323c769,[file:hashes.'SHA-256' = '458ca514e058fccc55ee3142687146101e723450ebd66575c990ca55f323c769'],stix,2.1,,,2.1,,,indicator,2026-01-20T20:13:24.897053Z,,"The object contains a malicious activity indicator, specifically related to malware that has dropped an encrypted payload named kgjlj.sil. This indicator is identified by a SHA-256 hash value of 458ca514e058fccc55ee3142687146101e723450ebd66575c990ca55f323c769 and is classified as malicious activity. The confidence level in this indicator is high, indicating that it has been verified through various means.

The pattern associated with this indicator involves a file hash match, where the specific SHA-256 value is checked against known hashes to confirm its legitimacy. This pattern type is defined by STIX standards, which provide a standardized framework for sharing and analyzing threat intelligence data.

This indicator is not associated with any family of malware or other indicators, nor does it belong to a specific kill chain phase or threat actor type. However, it has been linked to a particular tool type, which may be relevant to the context in which this indicator was discovered.

Overall, this object represents a critical piece of information for analysts and security professionals, providing valuable insights into malicious activity that can inform their detection and response strategies."
,2026-01-20T20:13:24.897363Z,identity--14d618a2-4cb2-85e1-a694-a9dc06618053,"Indicator of Compromise: sha256 - 436cfce71290c2fc2f2c362541db68ced6847c66a73b55487e5e5c73b0636c85
Confidence: high
Notes: SHA-256 hash of the decrypted Kazuar WORKER payload (SthtbMexprVacu.exe) executed in memory.",,,indicator--832d9c6f-c848-496c-8b48-b3c5becc298b,,"[""malicious-activity""]",,,,2026-01-20T20:13:24.897363Z,SHA256: 436cfce71290c2fc2f2c362541db68ced6847c66a73b55487e5e5c73b0636c85,[file:hashes.'SHA-256' = '436cfce71290c2fc2f2c362541db68ced6847c66a73b55487e5e5c73b0636c85'],stix,2.1,,,2.1,,,indicator,2026-01-20T20:13:24.897363Z,,"The object contains a malicious activity indicator that utilizes the SHA-256 hashing algorithm to identify a specific malware payload, SthtbMexprVacu.exe. The confidence level of this detection is high, suggesting that it has been deemed reliable by its creators. This indicator was generated on January 20, 2026, and it references an external identity with the reference number '14d618a2-4cb2-85e1-a694-a9dc06618053'. The object's description indicates that it is associated with a decrypted payload that was executed in memory, further emphasizing its connection to malware activity. Additionally, the indicator type is categorized as ""malicious-activity"", which implies that it is used to identify and track malicious behavior."
,2026-01-20T20:13:24.897651Z,identity--14d618a2-4cb2-85e1-a694-a9dc06618053,"Indicator of Compromise: sha256 - b755e4369f1ac733da8f3e236c746eda94751082a3031e591b6643a596a86acb
Confidence: high
Notes: SHA-256 hash of the encrypted Kazuar BRIDGE payload (pkrfsu.ldy) dropped and executed by the loader.",,,indicator--0508c786-e9aa-4918-ac11-42750b096565,,"[""malicious-activity""]",,,,2026-01-20T20:13:24.897651Z,SHA256: b755e4369f1ac733da8f3e236c746eda94751082a3031e591b6643a596a86acb,[file:hashes.'SHA-256' = 'b755e4369f1ac733da8f3e236c746eda94751082a3031e591b6643a596a86acb'],stix,2.1,,,2.1,,,indicator,2026-01-20T20:13:24.897651Z,,"The object contains information about a malicious activity indicator, which is a type of cybersecurity threat. The indicator is associated with a specific malware type, indicated by the SHA-256 hash ""b755e4369f1ac733da8f3e236c746eda94751082a3031e591b6643a596a86acb"". This hash corresponds to a file named ""pkrfsu.ldy"" that has been dropped and executed by a loader, indicating that it was part of a malicious activity.

The indicator is classified as high in terms of confidence, suggesting that its presence is strongly indicative of a threat. Additionally, the indicator type is specified as ""malicious-activity"", which further confirms its association with a malicious activity.

Furthermore, the object contains a pattern definition for this indicator, which is described using the STIX (Structured Threat Intelligence eXchange) format and version 2.1. The pattern matches a file hash of SHA-256 type equal to ""b755e4369f1ac733da8f3e236c746eda94751082a3031e591b6643a596a86acb""."
,2026-01-20T20:13:24.901151Z,identity--14d618a2-4cb2-85e1-a694-a9dc06618053,"Indicator of Compromise: sha256 - 6eb31006ca318a21eb619d008226f08e287f753aec9042269203290462eaa00d
Confidence: high
Notes: SHA-256 hash of the decrypted Kazuar BRIDGE payload (CokeCefshsVeit.exe) executed in memory.",,,indicator--f98edd62-fea6-4662-9c1a-164e0f3c62a1,,"[""malicious-activity""]",,,,2026-01-20T20:13:24.901151Z,SHA256: 6eb31006ca318a21eb619d008226f08e287f753aec9042269203290462eaa00d,[file:hashes.'SHA-256' = '6eb31006ca318a21eb619d008226f08e287f753aec9042269203290462eaa00d'],stix,2.1,,,2.1,,,indicator,2026-01-20T20:13:24.901151Z,,"The object contains information about an indicator of compromise, specifically a SHA-256 hash of a decrypted Kazuar BRIDGE payload. The hash, identified as '6eb31006ca318a21eb619d008226f08e287f753aec9042269203290462eaa00d', was obtained from executing the malware file 'CokeCefshsVeit.exe' in memory. The confidence level associated with this indicator is high, suggesting that it may be related to malicious activity.

The description of this indicator includes notes about its creation and type, which can help in understanding its relevance and potential impact on security systems. Furthermore, the indicator has been classified under specific categories such as 'malicious-activity' and 'file:hashes.'SHA-256', further emphasizing its connection to malware analysis and digital forensics.

While there are some fields left empty, such as those indicating external references, family information, kill chain phases, malware types, primary motivation, sophistication, threat actor types, tool types, and x-capabilities, the data still provides valuable insights into the characteristics of this specific indicator."
,2026-01-20T20:13:24.901607Z,identity--14d618a2-4cb2-85e1-a694-a9dc06618053,"Indicator of Compromise: windows-registry-key - HKEY_CURRENT_USER\SOFTWARE\Microsoft\Windows\CurrentVersion\Run\Hewlett Packard Drivers
Confidence: high
Notes: Registry key created for persistence, launching the loader executable on user logon.",,,indicator--db2ceec3-f48b-4a73-8ce5-06ae837eb9ca,,"[""malicious-activity""]",,,,2026-01-20T20:13:24.901607Z,WINDOWS-REGISTRY-KEY: HKEY_CURRENT_USER\SOFTWARE\Microsoft\Windows\CurrentVersion\Run\Hewlett Packard Drivers,[windows-registry-key:key = 'HKEY_CURRENT_USER\\SOFTWARE\\Microsoft\\Windows\\CurrentVersion\\Run\\Hewlett Packard Drivers'],stix,2.1,,,2.1,,,indicator,2026-01-20T20:13:24.901607Z,,"The object contains information about an indicator of compromise, specifically a registry key created on Windows systems for persistence and launching a loader executable on user logon. This registry key is associated with Hewlett Packard drivers and is classified as malicious activity. The confidence level in this indicator is high, indicating that it has been determined to be a legitimate concern."
,2026-01-20T20:13:24.906074Z,identity--14d618a2-4cb2-85e1-a694-a9dc06618053,"Indicator of Compromise: url - https://185.126.255.132/hpbprndi.exe
Confidence: medium
Notes: URL hosting the legitimate signed printer driver installer used for DLL sideloading in the Kazuar infection chain.",,,indicator--406bd63e-1cea-4009-86b0-0f9146334bbf,,"[""malicious-activity""]",,,,2026-01-20T20:13:24.906074Z,URL: https://185.126.255.132/hpbprndi.exe,[url:value = 'https://185.126.255.132/hpbprndi.exe'],stix,2.1,,,2.1,,,indicator,2026-01-20T20:13:24.906074Z,,"The object contains information about a malicious indicator, specifically an indicator of compromise that is linked to the Kazuar infection chain. This indicator is associated with a URL hosting a legitimate signed printer driver installer used for DLL sideloading, which is a type of malicious activity. The confidence level in this indicator is medium, and it has notes regarding its significance.

The external references or goals related to this indicator are not available, nor are any details about the family classification or kill chain phases associated with it. Furthermore, no information is provided on specific malware types linked to this indicator.

It is worth noting that this object contains a pattern definition in STIX format, which describes a URL as a value equal to 'https://185.126.255.132/hpbprndi.exe'. Additionally, the sophistication level of this indicator and its primary motivation are unknown.

Overall, while some details about this indicator are available, many aspects remain unclear or unrecorded in the provided metadata."
,2026-01-20T20:13:24.907591Z,identity--14d618a2-4cb2-85e1-a694-a9dc06618053,"Indicator of Compromise: url - https://185.126.255.132/hpbprndiLOC.dll
Confidence: medium
Notes: URL hosting the native loader DLL used to decrypt and execute Kazuar payloads.",,,indicator--161f5dba-9a12-4de8-bb0b-f30dd98392f8,,"[""malicious-activity""]",,,,2026-01-20T20:13:24.907591Z,URL: https://185.126.255.132/hpbprndiLOC.dll,[url:value = 'https://185.126.255.132/hpbprndiLOC.dll'],stix,2.1,,,2.1,,,indicator,2026-01-20T20:13:24.907591Z,,"The object contains a specific type of security indicator, referred to as an ""Indicator of Compromise"", which is associated with a malicious activity. The indicator is linked to a URL that hosts the native loader DLL used to decrypt and execute Kazuar payloads. The level of confidence in this threat is considered medium, suggesting that while it is a legitimate concern, it may not be an immediate or extreme risk.

The object provides additional context through its description, which includes details about the nature of the threat. It notes that the URL hosting the native loader DLL used to decrypt and execute Kazuar payloads is hosted on IP address 185.126.255.132."
,2026-01-20T20:13:24.909480Z,identity--14d618a2-4cb2-85e1-a694-a9dc06618053,"Indicator of Compromise: url - https://185.126.255.132/jayb.dadk
Confidence: medium
Notes: URL hosting the encrypted Kazuar KERNEL payload for stage 1 execution.",,,indicator--ae34b398-a54a-41e5-af4c-2dd7d0f354f6,,"[""malicious-activity""]",,,,2026-01-20T20:13:24.909480Z,URL: https://185.126.255.132/jayb.dadk,[url:value = 'https://185.126.255.132/jayb.dadk'],stix,2.1,,,2.1,,,indicator,2026-01-20T20:13:24.909480Z,,"The object contains a threat indicator with the description ""URL hosting the encrypted Kazuar KERNEL payload for stage 1 execution"", indicating that it is related to malicious activity. The confidence level associated with this indicator is medium, suggesting that there is some evidence supporting its relevance, but not enough to confirm its significance. 

This indicator is classified as a type of malicious activity and does not belong to any specific family or category. It may be used at various kill chain phases in an attack scenario. Unfortunately, no information is available about the types of malware it could potentially contain, which limits its utility as a threat intelligence asset.

The pattern associated with this indicator matches URLs containing a specific value, indicating that it could potentially serve as a red herring or decoy to obscure malicious content. It uses a specific standard for pattern definition, STIX 2.1, and is compatible with version 2.1 of the specification."
,2026-01-20T20:13:24.909801Z,identity--14d618a2-4cb2-85e1-a694-a9dc06618053,"Indicator of Compromise: url - https://185.126.255.132/kgjlj.sil
Confidence: medium
Notes: URL hosting the encrypted Kazuar WORKER payload for stage 1 execution.",,,indicator--e34e598c-8a4d-40ac-8756-48c996984b0b,,"[""malicious-activity""]",,,,2026-01-20T20:13:24.909801Z,URL: https://185.126.255.132/kgjlj.sil,[url:value = 'https://185.126.255.132/kgjlj.sil'],stix,2.1,,,2.1,,,indicator,2026-01-20T20:13:24.909801Z,,"The object contains information about an Indicator of Compromise, which is a type of threat intelligence data. The indicator has been identified as hosting an encrypted Kazuar WORKER payload for stage 1 execution, and its confidence level is medium. The URL associated with the indicator is https://185.126.255.132/kgjlj.sil.

The indicator's description notes that it serves a specific purpose related to malicious activity. However, no further details are available on the primary motivation or sophistication behind this type of threat actor.

The object also provides information about the type of pattern used to identify this threat, which is in STIX format and version 2.1. This pattern matches URLs with a specific value, indicating that the indicator is related to a malicious activity detected by an external tool.

Unfortunately, no additional details are available on the external references, goals, family affiliation, kill chain phases, malware types, primary motivation, sophistication, threat actor types, tool types, or validity periods for this threat indicator."
,2026-01-20T20:13:24.912078Z,identity--14d618a2-4cb2-85e1-a694-a9dc06618053,"Indicator of Compromise: url - https://185.126.255.132/pkrfsu.ldy
Confidence: medium
Notes: URL hosting the encrypted Kazuar BRIDGE payload for stage 1 execution.",,,indicator--c7b77124-49f0-4175-ae78-0ea72be38fb4,,"[""malicious-activity""]",,,,2026-01-20T20:13:24.912078Z,URL: https://185.126.255.132/pkrfsu.ldy,[url:value = 'https://185.126.255.132/pkrfsu.ldy'],stix,2.1,,,2.1,,,indicator,2026-01-20T20:13:24.912078Z,,"The object contains information about a threat indicator, specifically an Indicator of Compromise (IoC) that is a URL hosting an encrypted Kazuar BRIDGE payload for stage 1 execution. The IoC has a medium level of confidence and notes that the URL hosts the payload for this specific stage of an attack. 

Additionally, the object provides details about the type of threat actor or tool associated with this IoC, but since these fields are missing their corresponding values, they cannot be included in this summary.

Furthermore, the object includes a description of the IoC, stating that it is related to malicious activity and referencing a specific URL. This URL is also used as part of a pattern associated with the IoC, which is defined using STIX format."
