aliases,created,created_by_ref,description,external_references,goals,id,identity_class,indicator_types,is_family,kill_chain_phases,malware_types,modified,name,pattern,pattern_type,pattern_version,primary_motivation,sophistication,spec_version,threat_actor_types,tool_types,type,valid_from,x_capabilities
,2026-01-20T20:16:28.213123Z,identity--5df7e8d9-d5c2-392a-f67d-511811817c4a,"Indicator of Compromise: windows-registry-key - HKLM\SYSTEM\ControlSet001\Services\vmmouse
Confidence: medium
Notes: Registry key checked by the RAT to detect VMware mouse service as part of anti-analysis routines.",,,indicator--585ce6c1-9e0a-440b-b429-70fc76f7ff36,,"[""malicious-activity""]",,,,2026-01-20T20:16:28.213123Z,WINDOWS-REGISTRY-KEY: HKLM\SYSTEM\ControlSet001\Services\vmmouse,[windows-registry-key:key = 'HKLM\\SYSTEM\\ControlSet001\\Services\\vmmouse'],stix,2.1,,,2.1,,,indicator,2026-01-20T20:16:28.213123Z,
,2026-01-20T20:16:28.214118Z,identity--5df7e8d9-d5c2-392a-f67d-511811817c4a,"Indicator of Compromise: windows-registry-key - HKLM\SYSTEM\ControlSet001\Services\vmhgfs
Confidence: medium
Notes: Registry key checked by the RAT to detect VMware HGFS service for virtualization/sandbox evasion.",,,indicator--a6830aa9-ca4b-4e2e-b36f-56f9424ae843,,"[""malicious-activity""]",,,,2026-01-20T20:16:28.214118Z,WINDOWS-REGISTRY-KEY: HKLM\SYSTEM\ControlSet001\Services\vmhgfs,[windows-registry-key:key = 'HKLM\\SYSTEM\\ControlSet001\\Services\\vmhgfs'],stix,2.1,,,2.1,,,indicator,2026-01-20T20:16:28.214118Z,
,2026-01-20T20:16:28.214413Z,identity--5df7e8d9-d5c2-392a-f67d-511811817c4a,"Indicator of Compromise: windows-registry-key - HKLM\SOFTWARE\Oracle\VirtualBox Guest Additions
Confidence: medium
Notes: Registry key checked by the RAT to detect VirtualBox guest additions for anti-analysis and sandbox evasion.",,,indicator--ced2df7b-0277-4145-834c-cca52ddb408f,,"[""malicious-activity""]",,,,2026-01-20T20:16:28.214413Z,WINDOWS-REGISTRY-KEY: HKLM\SOFTWARE\Oracle\VirtualBox Guest Additions,[windows-registry-key:key = 'HKLM\\SOFTWARE\\Oracle\\VirtualBox Guest Additions'],stix,2.1,,,2.1,,,indicator,2026-01-20T20:16:28.214413Z,
,2026-01-20T20:16:28.221189Z,identity--5df7e8d9-d5c2-392a-f67d-511811817c4a,"Indicator of Compromise: windows-registry-key - HKCU\Software\Wine
Confidence: medium
Notes: Registry key checked by the RAT to detect Wine emulation environment for defense evasion.",,,indicator--af055e5b-3262-4fd4-ba50-184ed1f3a38a,,"[""malicious-activity""]",,,,2026-01-20T20:16:28.221189Z,WINDOWS-REGISTRY-KEY: HKCU\Software\Wine,[windows-registry-key:key = 'HKCU\\Software\\Wine'],stix,2.1,,,2.1,,,indicator,2026-01-20T20:16:28.221189Z,
,2026-01-20T20:16:52.220888Z,identity--5df7e8d9-d5c2-392a-f67d-511811817c4a,"The attackers deliver spear-phishing emails specifically crafted to target Argentina’s judicial sector. These emails contain a ZIP archive that includes a malicious LNK shortcut file, a BAT loader script, and a highly authentic-looking judicial PDF decoy document. The decoy references real Argentine federal court rulings, uses sector-specific terminology, and mimics official formatting, greatly increasing credibility and likelihood of user interaction. The decoy is designed to exploit trust in judicial communications and routine legal workflows, ensuring that recipients are more likely to open the archive and execute the embedded malware. This technique demonstrates deliberate, sector-specific targeting and leverages social engineering to achieve stealthy initial access.","[{""source_name"": ""mitre-attack"", ""url"": ""https://attack.mitre.org/techniques/T1566/001/"", ""external_id"": ""T1566.001""}]",,attack-pattern--50969ca5-1ce0-f880-e51e-b05982ca72e6,,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""initial-access""}]",,2026-01-20T20:16:52.220888Z,Spearphishing Attachment with Judicial-themed Decoy,,,,,,2.1,,,attack-pattern,,
,2026-01-20T20:16:52.221010Z,identity--5df7e8d9-d5c2-392a-f67d-511811817c4a,"The infection chain begins with a weaponized Windows shortcut (.LNK) file that is disguised as a PDF document, complete with a PDF icon and a filename resembling a legitimate judicial document. When the victim interacts with the LNK file, it stealthily launches PowerShell from the system directory, bypassing execution policy and running in hidden mode. This allows the malware to execute without visible windows or alerts, minimizing user suspicion. The masquerading technique is critical for deceiving users into executing the payload, as the shortcut appears to be a routine legal document relevant to their work.","[{""source_name"": ""mitre-attack"", ""url"": ""https://attack.mitre.org/techniques/T1036/004/"", ""external_id"": ""T1036.004""}]",,attack-pattern--c5c38290-e0c8-9aa2-bbf8-f4e81d29988e,,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""defense-evasion""}]",,2026-01-20T20:16:52.221010Z,Malicious LNK File Masquerading as PDF,,,,,,2.1,,,attack-pattern,,
,2026-01-20T20:16:52.221069Z,identity--5df7e8d9-d5c2-392a-f67d-511811817c4a,"Upon activation of the LNK file, PowerShell is executed with parameters that bypass the default execution policy and run in hidden mode. This enables the subsequent batch script to be executed without any visible command prompt or warning to the user. The use of '-ep bypass' and '-w hidden' ensures that security controls are circumvented and the execution remains stealthy, reducing the chances of detection by both the user and endpoint security solutions. This technique is used to download and execute further payloads from remote sources.","[{""source_name"": ""mitre-attack"", ""url"": ""https://attack.mitre.org/techniques/T1059/001/"", ""external_id"": ""T1059.001""}]",,attack-pattern--b1397215-1f4e-29f7-4790-bac6266668b8,,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""execution""}]",,2026-01-20T20:16:52.221069Z,PowerShell Execution with Policy Bypass and Hidden Window,,,,,,2.1,,,attack-pattern,,
,2026-01-20T20:16:52.221158Z,identity--5df7e8d9-d5c2-392a-f67d-511811817c4a,"The BAT-based loader script is responsible for establishing a connection to a GitHub-hosted URL and downloading the second-stage payload, which is a Rust-based Remote Access Trojan (RAT). The script uses PowerShell to create a WebClient object and assigns a legitimate-looking User-Agent string to blend in with normal browser traffic. The downloaded payload is saved as 'msedge_proxy.exe' within the Microsoft Edge user data directory, leveraging a trusted filename and location to appear legitimate. The script then executes the binary using Start-Process, facilitating stealthy deployment of the RAT.",,,attack-pattern--9630fda4-5a54-fa2a-9404-83d33f40674c,,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""execution""}]",,2026-01-20T20:16:52.221158Z,Batch Script Loader Downloading Payload from GitHub,,,,,,2.1,,,attack-pattern,,
,2026-01-20T20:16:52.221206Z,identity--5df7e8d9-d5c2-392a-f67d-511811817c4a,"After downloading the second-stage payload, the malware saves it as 'msedge_proxy.exe' within the Microsoft Edge user data directory. This location and filename are chosen to mimic legitimate browser components, making the malicious executable less likely to be noticed or flagged by users or security software. By blending in with trusted application directories and filenames, the attackers effectively evade basic file-based detection and increase the persistence of their malware within the target environment.","[{""source_name"": ""mitre-attack"", ""url"": ""https://attack.mitre.org/techniques/T1036/005/"", ""external_id"": ""T1036.005""}]",,attack-pattern--20002fd8-2871-44e1-9c1f-0ac411650d0e,,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""defense-evasion""}]",,2026-01-20T20:16:52.221206Z,Masquerading Payload as Legitimate Edge Proxy Executable,,,,,,2.1,,,attack-pattern,,
,2026-01-20T20:16:52.221284Z,identity--5df7e8d9-d5c2-392a-f67d-511811817c4a,"The Rust-based RAT exhibits advanced anti-analysis behavior by spawning multiple command-line processes to query specific Windows registry keys. It checks for artifacts related to popular virtualization and sandbox platforms, including VMware, VirtualBox, and Hyper-V, by querying registry paths associated with their tools and services. This allows the malware to determine if it is running inside a virtualized or analysis environment, and potentially alter its behavior or terminate execution to avoid detection and analysis by security researchers.",,,attack-pattern--a086c489-0aa0-5e82-060e-c3e3ec7d5de8,,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""defense-evasion""}]",,2026-01-20T20:16:52.221284Z,Environment and Virtualization Detection via Registry Queries,,,,,,2.1,,,attack-pattern,,
,2026-01-20T20:16:52.221328Z,identity--5df7e8d9-d5c2-392a-f67d-511811817c4a,"To maintain long-term access and persistence on compromised systems, the malware creates scheduled tasks using the Windows 'schtasks' utility. The tasks are configured with parameters such as /TN (task name), /TR (task run), /DELAY0001:00, and optionally /RL HIGHEST to ensure elevated privileges. This allows the RAT to execute automatically at specified intervals or system events, ensuring continued operation even after system reboots or user logouts.","[{""source_name"": ""mitre-attack"", ""url"": ""https://attack.mitre.org/techniques/T1053/005/"", ""external_id"": ""T1053.005""}]",,attack-pattern--88dcfda0-30cb-6f83-a147-d80650806f81,,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""persistence""}]",,2026-01-20T20:16:52.221328Z,Scheduled Task Creation for Persistence,,,,,,2.1,,,attack-pattern,,
,2026-01-20T20:16:52.221386Z,identity--5df7e8d9-d5c2-392a-f67d-511811817c4a,"The malware employs obfuscation techniques for its command and control (C2) communications, encoding commands and data in base64 format. This obfuscation is designed to evade network-based detection mechanisms and hinder analysis by security tools. Before execution, the malware decodes the base64-encoded commands, allowing it to interact with its C2 infrastructure in a manner that is less likely to be flagged by intrusion detection systems or network monitoring solutions.","[{""source_name"": ""mitre-attack"", ""url"": ""https://attack.mitre.org/techniques/T1027/"", ""external_id"": ""T1027""}]",,attack-pattern--29fd0255-a3bd-96ba-5d8d-6e485f1232e2,,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""defense-evasion""}]",,2026-01-20T20:16:52.221386Z,Obfuscated Command and Control Communications,,,,,,2.1,,,attack-pattern,,
,2026-01-20T20:16:52.221441Z,identity--5df7e8d9-d5c2-392a-f67d-511811817c4a,"To execute received instructions, the RAT decodes base64-encoded commands obtained from its command and control server. This deobfuscation step is necessary for the malware to interpret and act on the attacker’s directives, and also serves as an additional layer of defense evasion by making static analysis and detection more difficult. The technique demonstrates the malware’s capability to process obfuscated data and maintain covert communications with its operators.","[{""source_name"": ""mitre-attack"", ""url"": ""https://attack.mitre.org/techniques/T1140/"", ""external_id"": ""T1140""}]",,attack-pattern--336bc9d6-a078-fb3e-f571-ab3c7584ec1f,,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""defense-evasion""}]",,2026-01-20T20:16:52.221441Z,Deobfuscation of C2 Commands Prior to Execution,,,,,,2.1,,,attack-pattern,,
"[""Rust-based Remote Access Trojan""]",2026-01-20T20:16:55.446473Z,identity--5df7e8d9-d5c2-392a-f67d-511811817c4a,"The campaign delivers a Rust-based Remote Access Trojan (RAT), referred to as 'Covert RAT', through a multi-stage spear-phishing attack targeting Argentina's judicial sector. The RAT is deployed via a weaponized LNK file and BAT script, enabling stealthy remote access and persistence on victim systems.",,,malware--9a397603-b70a-a185-c1e9-d252b6cc7ad9,,,True,,"[""remote-access-trojan"", ""trojan""]",2026-01-20T20:16:55.446473Z,Covert RAT,,,,,,2.1,,,malware,,"[""remote-access"", ""persistence"", ""anti-analysis"", ""command-and-control""]"
,2026-01-20T20:16:59.983889Z,identity--5df7e8d9-d5c2-392a-f67d-511811817c4a,"The article describes a sophisticated spear-phishing campaign targeting Argentina’s judicial sector, but does not explicitly attribute the activity to any known threat actor or group. The actor leverages advanced anti-analysis techniques, judicial-themed decoys, and a Rust-based Remote Access Trojan to achieve persistent access.",,"[""Establish persistent access within judicial-sector environments"", ""Exfiltrate sensitive legal and institutional data"", ""Exploit trust in judicial communications""]",threat-actor--ad921d60-4863-6625-8809-553a3db49a4a,,,,,,2026-01-20T20:16:59.983889Z,Unknown,,,,espionage,advanced,2.1,"[""unknown""]",,threat-actor,,
,2026-01-20T20:17:07.779482Z,identity--5df7e8d9-d5c2-392a-f67d-511811817c4a,"PowerShell is used to stealthily execute a batch script from a Windows shortcut (.LNK) file, bypassing execution policy and running in hidden mode to avoid user detection. It is also used to download and execute a payload from a remote GitHub repository, facilitating multi-stage malware delivery.",,,tool--2f2d399f-0ea8-8448-59fe-5514b304733b,,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""execution""}]",,2026-01-20T20:17:07.779482Z,PowerShell,,,,,,2.1,,"[""execution"", ""defense-evasion"", ""remote-access""]",tool,,
,2026-01-20T20:17:07.779564Z,identity--5df7e8d9-d5c2-392a-f67d-511811817c4a,"A batch file is used as a loader script to automate the downloading and execution of a second-stage payload from GitHub, enabling the attacker to run malicious code without direct user interaction.",,,tool--b10018d2-ec93-f738-f427-b44bc89d659d,,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""execution""}]",,2026-01-20T20:17:07.779564Z,Windows Batch Script (.BAT),,,,,,2.1,,"[""execution"", ""defense-evasion""]",tool,,
,2026-01-20T20:17:07.779616Z,identity--5df7e8d9-d5c2-392a-f67d-511811817c4a,"A Windows shortcut file is abused to disguise the initial execution of malicious code by appearing as a legitimate PDF document, tricking users into launching the infection chain.",,,tool--33c6ae04-8eb6-9da8-fe1f-d1bb2722e94b,,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""initial-access""}]",,2026-01-20T20:17:07.779616Z,Windows Shortcut (.LNK),,,,,,2.1,,"[""execution"", ""defense-evasion""]",tool,,
,2026-01-20T20:17:07.779666Z,identity--5df7e8d9-d5c2-392a-f67d-511811817c4a,"GitHub is abused as a trusted cloud platform to host and deliver the second-stage payload, allowing attackers to blend malicious traffic with legitimate web activity and evade detection.",,,tool--bf215181-b514-0522-137b-3d4f6b73544a,,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""resource-development""}]",,2026-01-20T20:17:07.779666Z,GitHub,,,,,,2.1,,"[""resource-development"", ""command-and-control""]",tool,,
,2026-01-20T20:17:07.779713Z,identity--5df7e8d9-d5c2-392a-f67d-511811817c4a,"The .NET WebClient class is used within PowerShell to programmatically download the malicious payload from GitHub, leveraging legitimate HTTP client functionality for covert delivery.",,,tool--3d97aa65-cd9a-2fa0-700a-db3758f358be,,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""command-and-control""}]",,2026-01-20T20:17:07.779713Z,WebClient (System.Net.WebClient),,,,,,2.1,,"[""command-and-control"", ""network-capture""]",tool,,
