aliases,created,created_by_ref,description,external_references,goals,id,identity_class,is_family,kill_chain_phases,malware_types,modified,name,primary_motivation,sophistication,spec_version,threat_actor_types,tool_types,type,x_capabilities
,2026-01-17T16:25:12.329105Z,identity--012332b1-72ac-6bf3-46d9-fe661901fcd2,"Medusa ransomware encrypts files on compromised systems, appending the .MEDUSA extension to affected files and dropping a ransom note named !!!READ_ME_MEDUSA!!!.txt. This technique ensures victims are aware of the compromise and provides clear instructions for ransom payment. The distinctive file extension and ransom note differentiate Medusa from other ransomware variants and serve as a recognizable signature for incident responders.","[{""source_name"": ""mitre-attack"", ""url"": ""https://attack.mitre.org/techniques/T1486/"", ""external_id"": ""T1486""}]",,attack-pattern--03eb5569-c605-44ab-0b86-ab7fadb680f8,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""impact""}]",,2026-01-17T16:25:12.329105Z,File Encryption with Distinctive Ransom Note and Extension,,,2.1,,,attack-pattern,
,2026-01-17T16:25:12.329820Z,identity--012332b1-72ac-6bf3-46d9-fe661901fcd2,"Beyond RMM tools, Medusa actors exploit vulnerabilities in other enterprise management platforms, such as Fortra’s GoAnywhere MFT License Servlet (CVE-2025-10035), Microsoft Exchange Server (CVE-2021-34473/ProxyShell), and Fortinet Enterprise Management Servers (CVE-2023-48788). By targeting these systems, which often have elevated privileges and access to sensitive data, attackers can rapidly escalate their privileges and deploy ransomware across large portions of the network.","[{""source_name"": ""mitre-attack"", ""url"": ""https://attack.mitre.org/techniques/T1190/"", ""external_id"": ""T1190""}]",,attack-pattern--53349efe-ad07-8c98-465a-1735036d8de8,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""initial-access""}]",,2026-01-17T16:25:12.329820Z,Exploitation of Vulnerabilities in Enterprise Management Servers,,,2.1,,,attack-pattern,
"[""Storm-1175"", ""Spearwing""]",2026-01-17T16:25:17.947708Z,identity--012332b1-72ac-6bf3-46d9-fe661901fcd2,"Medusa is a Ransomware-as-a-Service (RaaS) family that exploits remote monitoring and management (RMM) tools for persistence, lateral movement, and data exfiltration. It is known for triple extortion tactics and indiscriminate targeting across sectors.",,,malware--1068f877-f9f5-087d-dcc6-02f68870d534,,True,,"[""ransomware""]",2026-01-17T16:25:17.947708Z,Medusa,,,2.1,,,malware,"[""encryption"", ""data-exfiltration"", ""lateral-movement"", ""persistence"", ""command-and-control""]"
,2026-01-17T16:25:17.947791Z,identity--012332b1-72ac-6bf3-46d9-fe661901fcd2,MedusaLocker is a ransomware family mentioned as distinct from Medusa. It encrypts files and demands ransom but is not the focus of the described attacks.,,,malware--fed39969-cbc6-aa71-af77-edfc7bb5fbdb,,True,,"[""ransomware""]",2026-01-17T16:25:17.947791Z,MedusaLocker,,,2.1,,,malware,"[""encryption""]"
,2026-01-17T16:25:17.947843Z,identity--012332b1-72ac-6bf3-46d9-fe661901fcd2,"Medusa Android Banking Trojan is referenced as a similarly named but separate malware, primarily targeting mobile banking credentials. It is not involved in the described campaign.",,,malware--f2bf44f1-d499-98d0-a3f3-3b8998f1ee96,,True,,"[""trojan""]",2026-01-17T16:25:17.947843Z,Medusa Android Banking Trojan,,,2.1,,,malware,"[""credential-theft""]"
"[""Medusa Stealer""]",2026-01-17T16:25:17.947896Z,identity--012332b1-72ac-6bf3-46d9-fe661901fcd2,"Medusa Botnet/Medusa Stealer is mentioned as a distinct malware family, unrelated to the ransomware campaign, typically used for stealing information and botnet activity.",,,malware--f0f7f86c-7155-cd28-ad5f-e4d43a58fdd8,,True,,"[""botnet"", ""stealer""]",2026-01-17T16:25:17.947896Z,Medusa Botnet,,,2.1,,,malware,"[""data-exfiltration"", ""command-and-control""]"
"[""Storm-1175"", ""Spearwing""]",2026-01-17T16:25:24.247376Z,identity--012332b1-72ac-6bf3-46d9-fe661901fcd2,"Medusa is a ransomware group operating a Ransomware-as-a-Service (RaaS) model, responsible for attacks exploiting RMM tools for persistence, lateral movement, and data exfiltration. The group is attributed with over 500 victim organizations and is known for collaborating with initial access brokers and employing triple extortion tactics.",,"[""File encryption for ransom"", ""Data exfiltration"", ""Triple extortion (encryption, data leak threats, DDoS/customer pressure)"", ""Abuse of RMM tools for persistence and lateral movement""]",threat-actor--1068f877-f9f5-087d-dcc6-02f68870d534,,,,,2026-01-17T16:25:24.247376Z,Medusa,financial,advanced,2.1,"[""criminal""]",,threat-actor,
,2026-01-17T16:25:24.247458Z,identity--012332b1-72ac-6bf3-46d9-fe661901fcd2,"Frozen Spider is referenced as a Big Game Hunting (BGH) group affiliated with Medusa, suggesting collaboration in ransomware operations and targeting large organizations for high-value extortion.",,"[""Big Game Hunting ransomware operations"", ""Collaboration with Medusa for large-scale attacks""]",threat-actor--21c83884-d8a3-056a-bf36-40e1e6f3f460,,,,,2026-01-17T16:25:24.247458Z,Frozen Spider,financial,advanced,2.1,"[""criminal""]",,threat-actor,
,2026-01-17T16:25:24.247512Z,identity--012332b1-72ac-6bf3-46d9-fe661901fcd2,"UNC7885 is mentioned as a cybercriminal group affiliated with Medusa, indicating involvement in ransomware campaigns and possibly providing operational support or resources.",,"[""Support Medusa ransomware operations"", ""Cybercriminal collaboration""]",threat-actor--d3c7b4bf-2d08-e9ed-883f-d97a1c2abb07,,,,,2026-01-17T16:25:24.247512Z,UNC7885,financial,intermediate,2.1,"[""criminal""]",,threat-actor,
"[""IABs""]",2026-01-17T16:25:24.247565Z,identity--012332b1-72ac-6bf3-46d9-fe661901fcd2,"Initial Access Brokers are criminal actors who provide compromised access to networks and accounts to ransomware groups like Medusa, typically via phishing, credential stuffing, or exploiting vulnerabilities.",,"[""Sell compromised access to Medusa and affiliates"", ""Enable initial access for ransomware deployment""]",threat-actor--8c1b600f-f14a-7e34-0ba0-865e528cedf1,,,,,2026-01-17T16:25:24.247565Z,Initial Access Brokers,financial,intermediate,2.1,"[""criminal""]",,threat-actor,
,2026-01-17T16:25:34.845990Z,identity--012332b1-72ac-6bf3-46d9-fe661901fcd2,"Medusa actors exploit vulnerabilities and misconfigurations in SimpleHelp, a legitimate remote monitoring and management (RMM) tool, to gain initial access, establish persistence, and perform lateral movement by redirecting RMM agents to attacker-controlled servers.",,,tool--9742c6fe-8ffb-df63-7e88-3229c6655528,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""initial-access""}]",,2026-01-17T16:25:34.845990Z,SimpleHelp,,,2.1,,"[""remote-access"", ""exploitation""]",tool,
,2026-01-17T16:25:34.846071Z,identity--012332b1-72ac-6bf3-46d9-fe661901fcd2,"JWrapper, a legitimate Java application packaging and distribution tool, is observed in Medusa ransomware attacks making unusual external HTTP connections, likely used to facilitate cross-platform payload delivery and management of malicious executables.",,,tool--46da6933-57a9-a6ea-3a17-1b8281ea8628,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""command-and-control""}]",,2026-01-17T16:25:34.846071Z,JWrapper,,,2.1,,"[""remote-access"", ""execution""]",tool,
,2026-01-17T16:25:34.846121Z,identity--012332b1-72ac-6bf3-46d9-fe661901fcd2,"Atera, a legitimate RMM platform, is abused by Medusa actors for remote access and control over compromised systems, enabling persistence and facilitating further malicious activities within victim environments.",,,tool--cb018b85-29b4-6472-3bcf-6cf2460a8a00,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""persistence""}]",,2026-01-17T16:25:34.846121Z,Atera,,,2.1,,"[""remote-access""]",tool,
,2026-01-17T16:25:34.846170Z,identity--012332b1-72ac-6bf3-46d9-fe661901fcd2,"Medusa actors exploit vulnerabilities in ConnectWise ScreenConnect, a legitimate RMM tool, to gain unauthorized access to victim infrastructure and deploy ransomware payloads.",,,tool--9ff5d71e-3dc5-daea-f1cc-571838b44274,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""initial-access""}]",,2026-01-17T16:25:34.846170Z,ConnectWise ScreenConnect,,,2.1,,"[""remote-access"", ""exploitation""]",tool,
,2026-01-17T16:25:34.846216Z,identity--012332b1-72ac-6bf3-46d9-fe661901fcd2,"Medusa actors exploit vulnerabilities in GoAnywhere MFT, a legitimate managed file transfer solution, to gain initial access and move laterally within victim networks.",,,tool--c682e3b7-c356-4a91-cb4b-e18e1f3e04b3,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""initial-access""}]",,2026-01-17T16:25:34.846216Z,GoAnywhere MFT,,,2.1,,"[""exploitation""]",tool,
,2026-01-17T16:25:34.846262Z,identity--012332b1-72ac-6bf3-46d9-fe661901fcd2,"Medusa actors exploit vulnerabilities in Microsoft Exchange Server, a legitimate email and collaboration platform, to gain initial access and potentially escalate privileges within target organizations.",,,tool--1a56db45-0fb5-b457-e47e-d3afdc79be62,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""initial-access""}]",,2026-01-17T16:25:34.846262Z,Microsoft Exchange Server,,,2.1,,"[""exploitation""]",tool,
,2026-01-17T16:25:34.846306Z,identity--012332b1-72ac-6bf3-46d9-fe661901fcd2,"Medusa actors exploit vulnerabilities in Fortinet EMS, a legitimate enterprise security management platform, to gain unauthorized access and facilitate further compromise within victim environments.",,,tool--04056aae-5a2f-505d-6541-b49ff06fbbd3,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""initial-access""}]",,2026-01-17T16:25:34.846306Z,Fortinet Enterprise Management Server (EMS),,,2.1,,"[""exploitation""]",tool,
