aliases,created,created_by_ref,description,external_references,goals,id,identity_class,is_family,kill_chain_phases,malware_types,modified,name,primary_motivation,sophistication,spec_version,threat_actor_types,tool_types,type,x_capabilities
"[""DataByCloud Access"", ""Data By Cloud 1"", ""Data By Cloud 2""]",2026-01-16T09:31:59.840038Z,identity--61f25293-60ae-c54f-5dc9-804b842cf3fa,"DataByCloud is a family of malicious Chrome extensions masquerading as productivity tools for enterprise HR and ERP systems. They steal authentication cookies, block access to security administration pages, and interfere with incident response, enabling session hijacking and account takeover.",,,malware--d155005c-19f8-0f62-9c02-92a4f6d5a6ae,,True,,"[""trojan"", ""spyware""]",2026-01-16T09:31:59.840038Z,DataByCloud,,,2.1,,,malware,"[""data-exfiltration"", ""credential-theft"", ""anti-analysis"", ""persistence""]"
,2026-01-16T09:31:59.840125Z,identity--61f25293-60ae-c54f-5dc9-804b842cf3fa,"Tool Access 11 is a Chrome extension that blocks access to administrative and security pages within enterprise platforms, preventing users from managing authentication and incident response settings. It is used to disrupt security controls and facilitate unauthorized access.",,,malware--d6221321-4616-d56c-09ff-58caa4752e6d,,True,,"[""trojan"", ""spyware""]",2026-01-16T09:31:59.840125Z,Tool Access 11,,,2.1,,,malware,"[""anti-analysis"", ""persistence""]"
,2026-01-16T09:31:59.840180Z,identity--61f25293-60ae-c54f-5dc9-804b842cf3fa,Software Access is a malicious Chrome extension that exfiltrates authentication tokens and injects stolen cookies to enable direct session hijacking. It also implements protections against inspection of credential inputs and shares infrastructure patterns with DataByCloud extensions.,,,malware--569cc7cd-dbdb-9d55-af0e-5ed49262f206,,True,,"[""trojan"", ""spyware""]",2026-01-16T09:31:59.840180Z,Software Access,,,2.1,,,malware,"[""data-exfiltration"", ""credential-theft"", ""remote-access"", ""anti-analysis"", ""persistence""]"
"[""DataByCloud"", ""DataByCloud Access"", ""Data By Cloud 1"", ""Data By Cloud 2"", ""Tool Access 11""]",2026-01-16T09:32:06.016876Z,identity--61f25293-60ae-c54f-5dc9-804b842cf3fa,"The publisher 'databycloud1104' is responsible for four of the malicious Chrome extensions targeting enterprise HR and ERP platforms. These extensions work together to steal authentication tokens, block incident response capabilities, and enable account takeover through session hijacking.",,"[""Steal authentication tokens"", ""Block incident response and security controls"", ""Enable complete account takeover via session hijacking""]",threat-actor--113be3c2-c7df-98fe-0ffb-f1afeea191e2,,,,,2026-01-16T09:32:06.016876Z,databycloud1104,financial,advanced,2.1,"[""unknown""]",,threat-actor,
"[""Software Access""]",2026-01-16T09:32:06.016970Z,identity--61f25293-60ae-c54f-5dc9-804b842cf3fa,"The publisher 'softwareaccess' operates the fifth malicious Chrome extension, sharing identical infrastructure and attack patterns with the databycloud1104 group. This extension exfiltrates authentication tokens and enables direct session hijacking through bidirectional cookie injection.",,"[""Steal authentication tokens"", ""Enable direct session hijacking"", ""Bypass security controls and incident response""]",threat-actor--88a3b19d-6549-2c28-a5c6-d0a8df2a47d7,,,,,2026-01-16T09:32:06.016970Z,softwareaccess,financial,advanced,2.1,"[""unknown""]",,threat-actor,
,2026-01-16T09:32:13.521300Z,identity--61f25293-60ae-c54f-5dc9-804b842cf3fa,"The malicious extensions abuse the legitimate Chrome Extension API, specifically the chrome.cookies module, to programmatically access, extract, and inject authentication cookies for enterprise HR and ERP platforms, enabling session hijacking and credential theft.",,,tool--fcbcabb8-a0bf-b367-b2cb-e40dc2c4355b,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""credential-access""}]",,2026-01-16T09:32:13.521300Z,Chrome Extension API (chrome.cookies),,,2.1,,"[""credential-exploitation"", ""information-gathering""]",tool,
,2026-01-16T09:32:13.521561Z,identity--61f25293-60ae-c54f-5dc9-804b842cf3fa,"The extensions use the chrome.cookies.set() function to inject stolen authentication cookies into the browser, allowing attackers to hijack sessions by impersonating legitimate users on targeted platforms.",,,tool--a13e2556-405b-6abb-3f6d-2dd2edf6ed56,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""lateral-movement""}]",,2026-01-16T09:32:13.521561Z,Chrome Extension API (chrome.cookies.set),,,2.1,,"[""credential-exploitation""]",tool,
,2026-01-16T09:32:13.524604Z,identity--61f25293-60ae-c54f-5dc9-804b842cf3fa,"The extensions leverage chrome.cookies.getAll to enumerate and extract all cookies for specified domains, filtering for authentication tokens to exfiltrate to attacker-controlled infrastructure.",,,tool--6b9ab10b-a0d6-c163-5e7c-cf86e6265bff,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""collection""}]",,2026-01-16T09:32:13.524604Z,Chrome Extension API (chrome.cookies.getAll),,,2.1,,"[""credential-exploitation"", ""information-gathering""]",tool,
,2026-01-16T09:32:13.524991Z,identity--61f25293-60ae-c54f-5dc9-804b842cf3fa,"The extensions request and abuse standard Chrome extension permissions such as scripting, management, declarativeNetRequest, and storage to manipulate web pages, block access to security administration interfaces, and maintain persistence.",,,tool--ec28c7f9-820c-3114-53db-b73751c830b9,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""defense-evasion""}]",,2026-01-16T09:32:13.524991Z,"Chrome Extension API (chrome.scripting, chrome.management, chrome.declarativeNetRequest, chrome.storage)",,,2.1,,"[""defense-evasion"", ""information-gathering""]",tool,
,2026-01-16T09:32:13.525255Z,identity--61f25293-60ae-c54f-5dc9-804b842cf3fa,"The DisableDevtool library is used to prevent users and security analysts from inspecting or debugging the extension code via browser developer tools, hindering incident response and analysis.",,,tool--7c621e82-f5ee-60be-6bd1-c6715414cfb0,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""defense-evasion""}]",,2026-01-16T09:32:13.525255Z,DisableDevtool Library,,,2.1,,"[""defense-evasion""]",tool,
