aliases,created,created_by_ref,description,external_references,goals,id,identity_class,is_family,kill_chain_phases,malware_types,modified,name,primary_motivation,sophistication,spec_version,threat_actor_types,tool_types,type,x_capabilities
,2026-01-17T20:53:53.129528Z,identity--c2e554c8-827c-3026-b5a9-b2ed4c3794e0,"Using TigerRAT, the attackers specifically queried and monitored events related to the Windows Remote Desktop Service. This allowed them to track user logins, session changes, and other activities associated with remote access. By monitoring these events, the attackers could identify active sessions, potential administrative users, and opportunities for further exploitation or lateral movement. This targeted event monitoring is a specialized reconnaissance technique used to maximize the attacker's control over the compromised system.",,,attack-pattern--ddafb5d8-1dee-b633-f1ea-94cd15de380d,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""discovery""}]",,2026-01-17T20:53:53.129528Z,Remote Desktop Event Monitoring,,,2.1,,,attack-pattern,
,2026-01-17T20:54:02.433738Z,identity--c2e554c8-827c-3026-b5a9-b2ed4c3794e0,"TigerRAT is a backdoor used by the Andariel group to control infected systems. In this attack, it was deployed on IIS web servers to execute commands, perform keylogging, capture screens, and establish SOCKS tunnels for remote access.",,,malware--5d37c236-9183-fbdd-fef1-ea51817f8494,,True,,"[""backdoor"", ""remote-access-trojan"", ""keylogger""]",2026-01-17T20:54:02.433738Z,TigerRAT,,,2.1,,,malware,"[""command-and-control"", ""remote-access"", ""keylogger"", ""data-exfiltration""]"
,2026-01-17T20:54:02.433823Z,identity--c2e554c8-827c-3026-b5a9-b2ed4c3794e0,XMRig is a cryptocurrency mining malware deployed on compromised Windows web servers. Attackers use it to mine Monero by exploiting server resources for financial gain.,,,malware--98f261bf-bad2-c4a2-20b1-86cab7610e68,,True,,"[""coinminer""]",2026-01-17T20:54:02.433823Z,XMRig,,,2.1,,,malware,"[""persistence""]"
"[""PetitPotato""]",2026-01-17T20:54:02.433874Z,identity--c2e554c8-827c-3026-b5a9-b2ed4c3794e0,Potato and PetitPotato are privilege escalation tools used maliciously to gain higher permissions on compromised servers. Attackers leverage these tools to facilitate lateral movement and execute further payloads.,,,malware--8ee20279-8391-5ec7-8acc-45027d874316,,True,,"[""privilege-escalation-tool""]",2026-01-17T20:54:02.433874Z,Potato,,,2.1,,,malware,"[""privilege-escalation"", ""lateral-movement""]"
,2026-01-17T20:54:02.433920Z,identity--c2e554c8-827c-3026-b5a9-b2ed4c3794e0,"Proxy malware is used to route attacker traffic through compromised servers, enabling covert communication and further attacks. It is commonly deployed after initial compromise for persistence and control.",,,malware--431387eb-7262-e1cf-c79b-125eb8a67c60,,True,,"[""proxy-tool""]",2026-01-17T20:54:02.433920Z,Proxy,,,2.1,,,malware,"[""command-and-control"", ""remote-access""]"
,2026-01-17T20:54:02.433966Z,identity--c2e554c8-827c-3026-b5a9-b2ed4c3794e0,PrintSpoofer is a privilege escalation exploit used to obtain SYSTEM-level access on Windows servers. Attackers use it to bypass security controls and execute malicious payloads with elevated privileges.,,,malware--e707c52c-be6f-4c95-a24e-f9001dfadc55,,True,,"[""privilege-escalation-tool""]",2026-01-17T20:54:02.433966Z,PrintSpoofer,,,2.1,,,malware,"[""privilege-escalation""]"
,2026-01-17T20:54:02.434011Z,identity--c2e554c8-827c-3026-b5a9-b2ed4c3794e0,ProcDump is a legitimate tool abused by attackers to dump process memory and extract credentials from compromised servers. It is used in the credential theft phase of the attack.,,,malware--ed1205fd-5a89-7934-d89d-a9e92016e2d0,,True,,"[""credential-theft-tool""]",2026-01-17T20:54:02.434011Z,ProcDump,,,2.1,,,malware,"[""credential-theft""]"
"[""Andariel Group""]",2026-01-17T20:54:05.728478Z,identity--c2e554c8-827c-3026-b5a9-b2ed4c3794e0,"Andariel is explicitly mentioned as the group responsible for the TigerRAT attack on Windows web servers in Q4 2025. The group used TigerRAT and other tools to gain control over IIS servers, execute commands, and exfiltrate information.",,"[""Compromise Windows web servers"", ""Establish persistent remote access via TigerRAT"", ""Collect system and credential information"", ""Delete event logs to cover tracks""]",threat-actor--b347d101-0c74-d7b5-20e3-abeda837818f,,,,,2026-01-17T20:54:05.728478Z,Andariel,espionage,advanced,2.1,"[""nation-state""]",,threat-actor,
,2026-01-17T20:54:13.366944Z,identity--c2e554c8-827c-3026-b5a9-b2ed4c3794e0,"PowerShell was abused by the attacker to download additional payloads such as TigerRAT, ProcDump, PetitPotato, and PrintSpoofer from external sources, enabling further compromise and post-exploitation actions.",,,tool--2f2d399f-0ea8-8448-59fe-5514b304733b,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""execution""}]",,2026-01-17T20:54:13.366944Z,PowerShell,,,2.1,,"[""exploitation"", ""execution"", ""information-gathering""]",tool,
,2026-01-17T20:54:13.367030Z,identity--c2e554c8-827c-3026-b5a9-b2ed4c3794e0,"ProcDump, a legitimate Microsoft Sysinternals utility, was used by the attacker to dump process memory and facilitate credential theft from the compromised Windows web server.",,,tool--ed1205fd-5a89-7934-d89d-a9e92016e2d0,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""credential-access""}]",,2026-01-17T20:54:13.367030Z,ProcDump,,,2.1,,"[""credential-exploitation"", ""information-gathering""]",tool,
,2026-01-17T20:54:13.367082Z,identity--c2e554c8-827c-3026-b5a9-b2ed4c3794e0,"PrintSpoofer, a dual-use tool, was leveraged to escalate privileges on the compromised system by exploiting Windows Print Spooler vulnerabilities.",,,tool--e707c52c-be6f-4c95-a24e-f9001dfadc55,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""privilege-escalation""}]",,2026-01-17T20:54:13.367082Z,PrintSpoofer,,,2.1,,"[""privilege-escalation"", ""exploitation""]",tool,
,2026-01-17T20:54:13.367129Z,identity--c2e554c8-827c-3026-b5a9-b2ed4c3794e0,"PetitPotato, a dual-use privilege escalation tool, was used to gain elevated permissions on the infected Windows server by exploiting token impersonation vulnerabilities.",,,tool--4e1e8796-3ba4-6341-edbc-83b5405d4527,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""privilege-escalation""}]",,2026-01-17T20:54:13.367129Z,PetitPotato,,,2.1,,"[""privilege-escalation"", ""exploitation""]",tool,
,2026-01-17T20:54:13.367176Z,identity--c2e554c8-827c-3026-b5a9-b2ed4c3794e0,The IIS web server's process (w3wp.exe) was abused to execute attacker-controlled commands and facilitate webshell installation for remote control and further exploitation.,,,tool--ff17a246-8ec7-559d-8641-e0db15358651,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""execution""}]",,2026-01-17T20:54:13.367176Z,IIS (Internet Information Services),,,2.1,,"[""execution"", ""remote-access""]",tool,
,2026-01-17T20:54:13.367222Z,identity--c2e554c8-827c-3026-b5a9-b2ed4c3794e0,"Standard Windows command-line utilities were used by the attacker for system and network reconnaissance, user enumeration, and information gathering on the compromised server.",,,tool--6cef2221-a480-4f46-58b9-d116dbb8c19c,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""discovery""}]",,2026-01-17T20:54:13.367222Z,"Windows System Utilities (query, whoami, qwinsta, netstat, tasklist, systeminfo, ipconfig, appcmd)",,,2.1,,"[""information-gathering"", ""discovery""]",tool,
