aliases,created,created_by_ref,description,external_references,goals,id,identity_class,indicator_types,is_family,kill_chain_phases,malware_types,modified,name,pattern,pattern_type,pattern_version,primary_motivation,sophistication,spec_version,threat_actor_types,tool_types,type,valid_from,x_capabilities
,2026-01-20T20:13:24.894332Z,identity--14d618a2-4cb2-85e1-a694-a9dc06618053,"Indicator of Compromise: sha256 - befa1695fcee9142738ad34cb0bfb453906a7ed52a73e2d665cf378775433aa8
Confidence: high
Notes: SHA-256 hash of the encrypted Kazuar KERNEL payload (jayb.dadk) dropped and executed by the loader.",,,indicator--2f982495-5cf7-4804-9c1b-71082970be2d,,"[""malicious-activity""]",,,,2026-01-20T20:13:24.894332Z,SHA256: befa1695fcee9142738ad34cb0bfb453906a7ed52a73e2d665cf378775433aa8,[file:hashes.'SHA-256' = 'befa1695fcee9142738ad34cb0bfb453906a7ed52a73e2d665cf378775433aa8'],stix,2.1,,,2.1,,,indicator,2026-01-20T20:13:24.894332Z,
,2026-01-20T20:13:24.894630Z,identity--14d618a2-4cb2-85e1-a694-a9dc06618053,"Indicator of Compromise: sha256 - c1f278f88275e07cc03bd390fe1cbeedd55933110c6fd16de4187f4c4aaf42b9
Confidence: high
Notes: SHA-256 hash of the decrypted Kazuar KERNEL payload (TyntGextctidv.exe) executed in memory.",,,indicator--151296b9-db02-4e67-b54a-a08631e9940e,,"[""malicious-activity""]",,,,2026-01-20T20:13:24.894630Z,SHA256: c1f278f88275e07cc03bd390fe1cbeedd55933110c6fd16de4187f4c4aaf42b9,[file:hashes.'SHA-256' = 'c1f278f88275e07cc03bd390fe1cbeedd55933110c6fd16de4187f4c4aaf42b9'],stix,2.1,,,2.1,,,indicator,2026-01-20T20:13:24.894630Z,
,2026-01-20T20:13:24.897053Z,identity--14d618a2-4cb2-85e1-a694-a9dc06618053,"Indicator of Compromise: sha256 - 458ca514e058fccc55ee3142687146101e723450ebd66575c990ca55f323c769
Confidence: high
Notes: SHA-256 hash of the encrypted Kazuar WORKER payload (kgjlj.sil) dropped and executed by the loader.",,,indicator--5a745dc5-8c28-422d-a54c-c9434f5e4bae,,"[""malicious-activity""]",,,,2026-01-20T20:13:24.897053Z,SHA256: 458ca514e058fccc55ee3142687146101e723450ebd66575c990ca55f323c769,[file:hashes.'SHA-256' = '458ca514e058fccc55ee3142687146101e723450ebd66575c990ca55f323c769'],stix,2.1,,,2.1,,,indicator,2026-01-20T20:13:24.897053Z,
,2026-01-20T20:13:24.897363Z,identity--14d618a2-4cb2-85e1-a694-a9dc06618053,"Indicator of Compromise: sha256 - 436cfce71290c2fc2f2c362541db68ced6847c66a73b55487e5e5c73b0636c85
Confidence: high
Notes: SHA-256 hash of the decrypted Kazuar WORKER payload (SthtbMexprVacu.exe) executed in memory.",,,indicator--832d9c6f-c848-496c-8b48-b3c5becc298b,,"[""malicious-activity""]",,,,2026-01-20T20:13:24.897363Z,SHA256: 436cfce71290c2fc2f2c362541db68ced6847c66a73b55487e5e5c73b0636c85,[file:hashes.'SHA-256' = '436cfce71290c2fc2f2c362541db68ced6847c66a73b55487e5e5c73b0636c85'],stix,2.1,,,2.1,,,indicator,2026-01-20T20:13:24.897363Z,
,2026-01-20T20:13:24.897651Z,identity--14d618a2-4cb2-85e1-a694-a9dc06618053,"Indicator of Compromise: sha256 - b755e4369f1ac733da8f3e236c746eda94751082a3031e591b6643a596a86acb
Confidence: high
Notes: SHA-256 hash of the encrypted Kazuar BRIDGE payload (pkrfsu.ldy) dropped and executed by the loader.",,,indicator--0508c786-e9aa-4918-ac11-42750b096565,,"[""malicious-activity""]",,,,2026-01-20T20:13:24.897651Z,SHA256: b755e4369f1ac733da8f3e236c746eda94751082a3031e591b6643a596a86acb,[file:hashes.'SHA-256' = 'b755e4369f1ac733da8f3e236c746eda94751082a3031e591b6643a596a86acb'],stix,2.1,,,2.1,,,indicator,2026-01-20T20:13:24.897651Z,
,2026-01-20T20:13:24.901151Z,identity--14d618a2-4cb2-85e1-a694-a9dc06618053,"Indicator of Compromise: sha256 - 6eb31006ca318a21eb619d008226f08e287f753aec9042269203290462eaa00d
Confidence: high
Notes: SHA-256 hash of the decrypted Kazuar BRIDGE payload (CokeCefshsVeit.exe) executed in memory.",,,indicator--f98edd62-fea6-4662-9c1a-164e0f3c62a1,,"[""malicious-activity""]",,,,2026-01-20T20:13:24.901151Z,SHA256: 6eb31006ca318a21eb619d008226f08e287f753aec9042269203290462eaa00d,[file:hashes.'SHA-256' = '6eb31006ca318a21eb619d008226f08e287f753aec9042269203290462eaa00d'],stix,2.1,,,2.1,,,indicator,2026-01-20T20:13:24.901151Z,
,2026-01-20T20:13:24.901607Z,identity--14d618a2-4cb2-85e1-a694-a9dc06618053,"Indicator of Compromise: windows-registry-key - HKEY_CURRENT_USER\SOFTWARE\Microsoft\Windows\CurrentVersion\Run\Hewlett Packard Drivers
Confidence: high
Notes: Registry key created for persistence, launching the loader executable on user logon.",,,indicator--db2ceec3-f48b-4a73-8ce5-06ae837eb9ca,,"[""malicious-activity""]",,,,2026-01-20T20:13:24.901607Z,WINDOWS-REGISTRY-KEY: HKEY_CURRENT_USER\SOFTWARE\Microsoft\Windows\CurrentVersion\Run\Hewlett Packard Drivers,[windows-registry-key:key = 'HKEY_CURRENT_USER\\SOFTWARE\\Microsoft\\Windows\\CurrentVersion\\Run\\Hewlett Packard Drivers'],stix,2.1,,,2.1,,,indicator,2026-01-20T20:13:24.901607Z,
,2026-01-20T20:13:24.906074Z,identity--14d618a2-4cb2-85e1-a694-a9dc06618053,"Indicator of Compromise: url - https://185.126.255.132/hpbprndi.exe
Confidence: medium
Notes: URL hosting the legitimate signed printer driver installer used for DLL sideloading in the Kazuar infection chain.",,,indicator--406bd63e-1cea-4009-86b0-0f9146334bbf,,"[""malicious-activity""]",,,,2026-01-20T20:13:24.906074Z,URL: https://185.126.255.132/hpbprndi.exe,[url:value = 'https://185.126.255.132/hpbprndi.exe'],stix,2.1,,,2.1,,,indicator,2026-01-20T20:13:24.906074Z,
,2026-01-20T20:13:24.907591Z,identity--14d618a2-4cb2-85e1-a694-a9dc06618053,"Indicator of Compromise: url - https://185.126.255.132/hpbprndiLOC.dll
Confidence: medium
Notes: URL hosting the native loader DLL used to decrypt and execute Kazuar payloads.",,,indicator--161f5dba-9a12-4de8-bb0b-f30dd98392f8,,"[""malicious-activity""]",,,,2026-01-20T20:13:24.907591Z,URL: https://185.126.255.132/hpbprndiLOC.dll,[url:value = 'https://185.126.255.132/hpbprndiLOC.dll'],stix,2.1,,,2.1,,,indicator,2026-01-20T20:13:24.907591Z,
,2026-01-20T20:13:24.909480Z,identity--14d618a2-4cb2-85e1-a694-a9dc06618053,"Indicator of Compromise: url - https://185.126.255.132/jayb.dadk
Confidence: medium
Notes: URL hosting the encrypted Kazuar KERNEL payload for stage 1 execution.",,,indicator--ae34b398-a54a-41e5-af4c-2dd7d0f354f6,,"[""malicious-activity""]",,,,2026-01-20T20:13:24.909480Z,URL: https://185.126.255.132/jayb.dadk,[url:value = 'https://185.126.255.132/jayb.dadk'],stix,2.1,,,2.1,,,indicator,2026-01-20T20:13:24.909480Z,
,2026-01-20T20:13:24.909801Z,identity--14d618a2-4cb2-85e1-a694-a9dc06618053,"Indicator of Compromise: url - https://185.126.255.132/kgjlj.sil
Confidence: medium
Notes: URL hosting the encrypted Kazuar WORKER payload for stage 1 execution.",,,indicator--e34e598c-8a4d-40ac-8756-48c996984b0b,,"[""malicious-activity""]",,,,2026-01-20T20:13:24.909801Z,URL: https://185.126.255.132/kgjlj.sil,[url:value = 'https://185.126.255.132/kgjlj.sil'],stix,2.1,,,2.1,,,indicator,2026-01-20T20:13:24.909801Z,
,2026-01-20T20:13:24.912078Z,identity--14d618a2-4cb2-85e1-a694-a9dc06618053,"Indicator of Compromise: url - https://185.126.255.132/pkrfsu.ldy
Confidence: medium
Notes: URL hosting the encrypted Kazuar BRIDGE payload for stage 1 execution.",,,indicator--c7b77124-49f0-4175-ae78-0ea72be38fb4,,"[""malicious-activity""]",,,,2026-01-20T20:13:24.912078Z,URL: https://185.126.255.132/pkrfsu.ldy,[url:value = 'https://185.126.255.132/pkrfsu.ldy'],stix,2.1,,,2.1,,,indicator,2026-01-20T20:13:24.912078Z,
,2026-01-20T20:13:24.913564Z,identity--14d618a2-4cb2-85e1-a694-a9dc06618053,"Indicator of Compromise: url - https://185.126.255.132/requestor.php
Confidence: medium
Notes: URL used by the initial VBScript to send victim system information to the attacker.",,,indicator--9893ca82-fb7d-447a-a8ad-970aacad943e,,"[""malicious-activity""]",,,,2026-01-20T20:13:24.913564Z,URL: https://185.126.255.132/requestor.php,[url:value = 'https://185.126.255.132/requestor.php'],stix,2.1,,,2.1,,,indicator,2026-01-20T20:13:24.913564Z,
,2026-01-20T20:13:24.916761Z,identity--14d618a2-4cb2-85e1-a694-a9dc06618053,"Indicator of Compromise: windows-registry-key - HKEY_CURRENT_USER\SOFTWARE\Classes\CLSID\{D6BCEDD7-8E53-4769-9826-24954C975AAC}
Confidence: medium
Notes: Registry key for COM object registration used for user-level persistence and execution of Kazuar payloads.",,,indicator--3bc27189-2725-4640-b3d8-471472be7fd2,,"[""malicious-activity""]",,,,2026-01-20T20:13:24.916761Z,WINDOWS-REGISTRY-KEY: HKEY_CURRENT_USER\SOFTWARE\Classes\CLSID\{D6BCEDD7-8E53-4769-9826-24954C975AAC},[windows-registry-key:key = 'HKEY_CURRENT_USER\\SOFTWARE\\Classes\\CLSID\\{D6BCEDD7-8E53-4769-9826-24954C975AAC}'],stix,2.1,,,2.1,,,indicator,2026-01-20T20:13:24.916761Z,
,2026-01-20T20:13:24.917253Z,identity--14d618a2-4cb2-85e1-a694-a9dc06618053,"Indicator of Compromise: windows-registry-key - HKEY_CURRENT_USER\SOFTWARE\Classes\CLSID\{045CE7DB-2160-4067-BB86-0D54E20FA95D}
Confidence: medium
Notes: Registry key for COM object registration used for user-level persistence and execution of Kazuar payloads.",,,indicator--24bb70d7-9c74-41fa-93ca-86d253a935ea,,"[""malicious-activity""]",,,,2026-01-20T20:13:24.917253Z,WINDOWS-REGISTRY-KEY: HKEY_CURRENT_USER\SOFTWARE\Classes\CLSID\{045CE7DB-2160-4067-BB86-0D54E20FA95D},[windows-registry-key:key = 'HKEY_CURRENT_USER\\SOFTWARE\\Classes\\CLSID\\{045CE7DB-2160-4067-BB86-0D54E20FA95D}'],stix,2.1,,,2.1,,,indicator,2026-01-20T20:13:24.917253Z,
,2026-01-20T20:13:24.917542Z,identity--14d618a2-4cb2-85e1-a694-a9dc06618053,"Indicator of Compromise: windows-registry-key - HKEY_CURRENT_USER\SOFTWARE\Classes\CLSID\{5806CA31-7A57-4125-AC69-4D597BD5FE38}
Confidence: medium
Notes: Registry key for COM object registration used for user-level persistence and execution of Kazuar payloads.",,,indicator--d8d0e59a-4340-4104-99a6-664098c7d962,,"[""malicious-activity""]",,,,2026-01-20T20:13:24.917542Z,WINDOWS-REGISTRY-KEY: HKEY_CURRENT_USER\SOFTWARE\Classes\CLSID\{5806CA31-7A57-4125-AC69-4D597BD5FE38},[windows-registry-key:key = 'HKEY_CURRENT_USER\\SOFTWARE\\Classes\\CLSID\\{5806CA31-7A57-4125-AC69-4D597BD5FE38}'],stix,2.1,,,2.1,,,indicator,2026-01-20T20:13:24.917542Z,
,2026-01-20T20:13:24.917852Z,identity--14d618a2-4cb2-85e1-a694-a9dc06618053,"Indicator of Compromise: windows-registry-key - HKEY_LOCAL_MACHINE\SOFTWARE\Classes\CLSID\{D6BCEDD7-8E53-4769-9826-24954C975AAC}
Confidence: medium
Notes: Registry key for COM object registration used for machine-wide persistence and execution of Kazuar payloads.",,,indicator--b9ccef4b-433f-4b26-9deb-c0f08731a105,,"[""malicious-activity""]",,,,2026-01-20T20:13:24.917852Z,WINDOWS-REGISTRY-KEY: HKEY_LOCAL_MACHINE\SOFTWARE\Classes\CLSID\{D6BCEDD7-8E53-4769-9826-24954C975AAC},[windows-registry-key:key = 'HKEY_LOCAL_MACHINE\\SOFTWARE\\Classes\\CLSID\\{D6BCEDD7-8E53-4769-9826-24954C975AAC}'],stix,2.1,,,2.1,,,indicator,2026-01-20T20:13:24.917852Z,
,2026-01-20T20:13:24.921722Z,identity--14d618a2-4cb2-85e1-a694-a9dc06618053,"Indicator of Compromise: windows-registry-key - HKEY_LOCAL_MACHINE\SOFTWARE\Classes\CLSID\{045CE7DB-2160-4067-BB86-0D54E20FA95D}
Confidence: medium
Notes: Registry key for COM object registration used for machine-wide persistence and execution of Kazuar payloads.",,,indicator--d89de5c6-b823-447e-927a-b66adbf6f0ee,,"[""malicious-activity""]",,,,2026-01-20T20:13:24.921722Z,WINDOWS-REGISTRY-KEY: HKEY_LOCAL_MACHINE\SOFTWARE\Classes\CLSID\{045CE7DB-2160-4067-BB86-0D54E20FA95D},[windows-registry-key:key = 'HKEY_LOCAL_MACHINE\\SOFTWARE\\Classes\\CLSID\\{045CE7DB-2160-4067-BB86-0D54E20FA95D}'],stix,2.1,,,2.1,,,indicator,2026-01-20T20:13:24.921722Z,
,2026-01-20T20:13:24.922060Z,identity--14d618a2-4cb2-85e1-a694-a9dc06618053,"Indicator of Compromise: windows-registry-key - HKEY_LOCAL_MACHINE\SOFTWARE\Classes\CLSID\{5806CA31-7A57-4125-AC69-4D597BD5FE38}
Confidence: medium
Notes: Registry key for COM object registration used for machine-wide persistence and execution of Kazuar payloads.",,,indicator--fad1589c-972b-46b3-843f-5ff0d00be809,,"[""malicious-activity""]",,,,2026-01-20T20:13:24.922060Z,WINDOWS-REGISTRY-KEY: HKEY_LOCAL_MACHINE\SOFTWARE\Classes\CLSID\{5806CA31-7A57-4125-AC69-4D597BD5FE38},[windows-registry-key:key = 'HKEY_LOCAL_MACHINE\\SOFTWARE\\Classes\\CLSID\\{5806CA31-7A57-4125-AC69-4D597BD5FE38}'],stix,2.1,,,2.1,,,indicator,2026-01-20T20:13:24.922060Z,
,2026-01-20T20:14:13.629081Z,identity--14d618a2-4cb2-85e1-a694-a9dc06618053,"The Turla Kazuar v3 loader campaign begins with the execution of a VBScript file named 8RWRLT.vbs. This script is clean and unobfuscated, suggesting it was deployed on a system that the attacker already had access to, possibly via prior compromise. The VBScript orchestrates the creation of multiple directories under %LOCALAPPDATA%\Programs\HP\Printer\Driver and downloads several files from a remote server. It also executes the downloaded legitimate HP printer installer and sets up persistence. The use of VBScript as the initial execution vector allows the threat actor to leverage Windows-native scripting capabilities for file system manipulation, network communication, and process execution, all while avoiding immediate detection due to the script's benign appearance.","[{""source_name"": ""mitre-attack"", ""url"": ""https://attack.mitre.org/techniques/T1059/005/"", ""external_id"": ""T1059.005""}]",,attack-pattern--e3c9ed50-8524-e987-7e91-dc140c8b2462,,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""execution""}]",,2026-01-20T20:14:13.629081Z,Command and Scripting Interpreter: VBScript,,,,,,2.1,,,attack-pattern,,
,2026-01-20T20:14:13.629199Z,identity--14d618a2-4cb2-85e1-a694-a9dc06618053,"Persistence in this campaign is achieved by creating a registry Run entry under HKEY_CURRENT_USER\SOFTWARE\Microsoft\Windows\CurrentVersion\Run. The entry points to the legitimate signed HP printer driver installer (hpbprndi.exe) that was previously downloaded and placed in the %LOCALAPPDATA%\Programs\HP\Printer\Driver directory. By leveraging a trusted binary for persistence, the attackers ensure that their loader is executed every time the user logs in, blending malicious activity with legitimate software to evade detection and maintain access across reboots.","[{""source_name"": ""mitre-attack"", ""url"": ""https://attack.mitre.org/techniques/T1547/001/"", ""external_id"": ""T1547.001""}]",,attack-pattern--a36513ba-257a-952b-c829-8254864edc98,,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""persistence""}]",,2026-01-20T20:14:13.629199Z,Scheduled Task/Job: Registry Run Keys / Startup Folder,,,,,,2.1,,,attack-pattern,,
,2026-01-20T20:14:13.629264Z,identity--14d618a2-4cb2-85e1-a694-a9dc06618053,"The VBScript downloads multiple files from the attacker's server (185.126.255[.]132) into the newly created directory structure. These files include a legitimate HP printer installer, a malicious loader DLL, and several encrypted payloads. The script uses WinHttp.WinHttpRequest.5.1 and ADODB.Stream to retrieve and save these files locally. This technique enables the attacker to stage all necessary components for further exploitation, leveraging native Windows objects to avoid detection and bypass security controls that may block non-native downloaders.","[{""source_name"": ""mitre-attack"", ""url"": ""https://attack.mitre.org/techniques/T1105/"", ""external_id"": ""T1105""}]",,attack-pattern--182cb842-ff8b-a8d7-aa43-448981d9c4f7,,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""command-and-control""}]",,2026-01-20T20:14:13.629264Z,Ingress Tool Transfer,,,,,,2.1,,,attack-pattern,,
,2026-01-20T20:14:13.629589Z,identity--14d618a2-4cb2-85e1-a694-a9dc06618053,"To execute the malicious loader (hpbprndiLOC.dll), the script runs the legitimate, signed HP printer driver installer (hpbprndi.exe). This installer is designed to load DLLs from its working directory, allowing the attacker to sideload their malicious DLL under the guise of a trusted process. This technique abuses the trust relationship between the signed executable and the operating system, enabling privilege escalation and stealthy execution of malicious code without triggering standard security warnings.","[{""source_name"": ""mitre-attack"", ""url"": ""https://attack.mitre.org/techniques/T1574/002/"", ""external_id"": ""T1574.002""}]",,attack-pattern--7fb1596b-5cc3-1c99-ea3d-94473a2b8935,,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""privilege-escalation""}]",,2026-01-20T20:14:13.629589Z,DLL Side-Loading,,,,,,2.1,,,attack-pattern,,
,2026-01-20T20:14:13.629666Z,identity--14d618a2-4cb2-85e1-a694-a9dc06618053,"The native loader DLL (hpbprndiLOC.dll) contains heavily obfuscated code, including fake API calls, junk control flow statements, and encrypted strings using a XOR-based algorithm. This obfuscation is designed to hinder static and dynamic analysis, increase the time required for reverse engineering, and evade signature-based detection by security solutions. By embedding real code between layers of junk logic and encrypting critical strings, the attackers significantly complicate efforts to understand and mitigate their malware.","[{""source_name"": ""mitre-attack"", ""url"": ""https://attack.mitre.org/techniques/T1027/"", ""external_id"": ""T1027""}]",,attack-pattern--29fd0255-a3bd-96ba-5d8d-6e485f1232e2,,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""defense-evasion""}]",,2026-01-20T20:14:13.629666Z,Obfuscated Files or Information,,,,,,2.1,,,attack-pattern,,
,2026-01-20T20:14:13.629722Z,identity--14d618a2-4cb2-85e1-a694-a9dc06618053,"The VBScript collects detailed system information from the victim machine, including operating system name and version, computer uptime, processor architecture, computer and user name, user domain, and a list of running processes. This information is gathered using WMI queries and environment variables, providing the attacker with a comprehensive profile of the infected host. Such profiling enables tailored follow-up actions and helps the attacker assess the value and suitability of the compromised system for further exploitation.","[{""source_name"": ""mitre-attack"", ""url"": ""https://attack.mitre.org/techniques/T1082/"", ""external_id"": ""T1082""}]",,attack-pattern--1aadd1c4-0f97-4195-587d-67d229fb8ce1,,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""discovery""}]",,2026-01-20T20:14:13.629722Z,System Information Discovery,,,,,,2.1,,,attack-pattern,,
,2026-01-20T20:14:13.629793Z,identity--14d618a2-4cb2-85e1-a694-a9dc06618053,"The script enumerates all files and folders within the newly created %LOCALAPPDATA%\Programs\HP\Printer\Driver directory, including their creation and last modified dates. This information is collected using the Scripting.FileSystemObject and is likely used to verify the successful deployment of malicious components, as well as to provide the attacker with an inventory of local assets for further manipulation or exfiltration.","[{""source_name"": ""mitre-attack"", ""url"": ""https://attack.mitre.org/techniques/T1083/"", ""external_id"": ""T1083""}]",,attack-pattern--e0eb7569-650b-5ac4-dc4c-0614ba450c47,,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""discovery""}]",,2026-01-20T20:14:13.629793Z,File and Directory Discovery,,,,,,2.1,,,attack-pattern,,
,2026-01-20T20:14:13.629849Z,identity--14d618a2-4cb2-85e1-a694-a9dc06618053,"After collecting system and directory information, the VBScript sends the data to the attacker's server via an HTTP POST request to https://185.126.255[.]132/requestor.php. The exfiltrated data includes OS details, user and domain information, process list, and file inventory. By using standard HTTP POST requests with custom headers, the attackers blend their exfiltration traffic with legitimate web traffic, reducing the likelihood of detection by network monitoring solutions.","[{""source_name"": ""mitre-attack"", ""url"": ""https://attack.mitre.org/techniques/T1041/"", ""external_id"": ""T1041""}]",,attack-pattern--1a318bb6-79b6-0366-00e5-26086e2476c0,,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""exfiltration""}]",,2026-01-20T20:14:13.629849Z,Exfiltration Over C2 Channel,,,,,,2.1,,,attack-pattern,,
,2026-01-20T20:14:13.630896Z,identity--14d618a2-4cb2-85e1-a694-a9dc06618053,"The Turla developers employ a control flow redirection trick within the native loader DLL to execute malicious code in the middle of a legitimate function. This form of process injection manipulates the execution flow of the host process, allowing the injected code to run stealthily within the context of a trusted binary. Such techniques are used to evade runtime detection and complicate forensic analysis, as the malicious actions are interleaved with legitimate process activity.","[{""source_name"": ""mitre-attack"", ""url"": ""https://attack.mitre.org/techniques/T1055/013/"", ""external_id"": ""T1055.013""}]",,attack-pattern--b88923a8-b139-3c26-530f-c5a766237ae2,,,,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""defense-evasion""}]",,2026-01-20T20:14:13.630896Z,Process Injection: Control Flow Hijacking,,,,,,2.1,,,attack-pattern,,
