summary,id,type
"The object contains information about an attack pattern known as Remote Desktop Event Monitoring. This technique involves the attackers using TigerRAT to specifically query and monitor events related to the Windows Remote Desktop Service, allowing them to track user logins, session changes, and other activities associated with remote access. By monitoring these events, the attackers can identify active sessions, potential administrative users, and opportunities for further exploitation or lateral movement.

The attack pattern is a form of targeted event monitoring, which is a specialized reconnaissance technique used to maximize the attacker's control over the compromised system. The use of TigerRAT enables the attackers to gain specific insight into remote desktop activity, which can be used to inform their next steps in exploiting the vulnerability.

It is worth noting that this attack pattern does not have any external references or aliases associated with it, and its goals are not specified. However, it is classified under the MITRE-Attack framework's discovery phase, indicating that the primary focus of this attack pattern is to detect and identify remote desktop activity.

The attack pattern also lacks information on its sophistication, malware types, primary motivation, and threat actor types, which may suggest that these factors are not as relevant or well-understood in this particular context.",attack-pattern--ddafb5d8-1dee-b633-f1ea-94cd15de380d,attack-pattern
"The object contains information about the TigerRAT malware, a backdoor used by the Andariel group to control infected systems. The malware was deployed on IIS web servers to execute commands, perform keylogging, capture screens, and establish SOCKS tunnels for remote access. 

TigerRAT is classified as a family of malware, indicating that it belongs to a larger family of similar threats. It has several types of malware classifications, including backdoor, remote-access-trojan, and keylogger, making it a versatile threat. The primary motivation behind the TigerRAT malware is not explicitly stated, but its capabilities suggest that it was designed for various malicious purposes.

The TigerRAT malware features a sophistication level that is not clearly defined in this dataset, indicating that its complexity and effectiveness may vary depending on the situation. However, its tool types include command-and-control, remote-access, keylogger, and data-exfiltration, highlighting its versatility and potential impact.

TigerRAT falls under the category of a ""threat actor type"" is not specified but it can be considered as a part of various threat actor groups that utilize similar tactics.",malware--5d37c236-9183-fbdd-fef1-ea51817f8494,malware
"The object contains information about a malware entity known as XMRig. This cryptocurrency mining malware is specifically designed to be deployed on compromised Windows web servers, where attackers can use it to mine Monero by exploiting server resources for financial gain. The primary purpose of this malware is to facilitate the mining process, allowing the attacker to profit from the resource exploitation.

Additionally, XMRig falls under a category of malware known as coin miners, which are malicious software designed to utilize computing resources for cryptocurrency mining purposes.",malware--98f261bf-bad2-c4a2-20b1-86cab7610e68,malware
"The object contains information about a type of malware known as Potato, which is a privilege escalation tool used maliciously to gain higher permissions on compromised servers. Attackers utilize these tools to facilitate lateral movement and execute further payloads. The malware falls under the category of privilege-escalation-tool, indicating its primary function is to increase the privileges of an attacker's access on a system. It does not have any external references associated with it, suggesting that there is no known origin or source of this specific malware. Additionally, the object does not provide information about its goals, sophistication level, primary motivation, or type of threat actor associated with it.",malware--8ee20279-8391-5ec7-8acc-45027d874316,malware
"The object contains information about a type of malware called ""Proxy"". This malware is used to route attacker traffic through compromised servers, enabling covert communication and further attacks. It is commonly deployed after an initial compromise for persistence and control.

The primary function of Proxy malware is to provide a proxy for the attacker's command and control (C2) communications, allowing them to remain undetected while still being able to issue instructions to infected systems. This type of malware is typically used to maintain persistence on compromised systems and allow attackers to continue using the system even after an initial login has been gained.

The Proxy malware can be deployed as part of a larger attack campaign, with the goal of establishing a persistent presence on a network or system. Once in place, the malware can be used to facilitate further attacks, such as data exfiltration, lateral movement, and credential theft.",malware--431387eb-7262-e1cf-c79b-125eb8a67c60,malware
"The object contains information about a type of malware called PrintSpoofer. It is described as a privilege escalation exploit used to obtain SYSTEM-level access on Windows servers. Attackers use this exploit to bypass security controls and execute malicious payloads with elevated privileges.

PrintSpoofer falls under the category of privilege-escalation tools, which are a specific type of malware that aims to increase the privileges of an attacker's process or user account. The primary function of PrintSpoofer is to provide attackers with SYSTEM-level access, allowing them to perform actions that would normally require administrative privileges.

The object also mentions that PrintSpoofer uses certain capabilities, including privilege-escalation, which enables it to bypass security controls and achieve its malicious goals. Additionally, the object indicates that PrintSpoofer is a true family of malware, suggesting that it may be related to or have similarities with other similar threats.

It's worth noting that the object does not provide further information about the primary motivation behind using PrintSpoofer or its sophistication level.",malware--e707c52c-be6f-4c95-a24e-f9001dfadc55,malware
"The object contains information about a malicious tool called ProcDump. It is described as a legitimate tool that has been abused by attackers to dump process memory and extract credentials from compromised servers, specifically in the context of the credential theft phase of an attack. The primary function of ProcDump is to steal credentials, making it a credential-theft-tool.

The malware is categorized as being part of a specific family, indicating its association with other similar malicious tools. It also falls under certain kill chain phases, which suggest its involvement in various stages of an attack. However, the exact nature and extent of these associations are not specified in the provided information.

It is worth noting that ProcDump's sophistication level and primary motivation are unknown due to incomplete or missing data. The tool can be used for a variety of malicious purposes, but its specific goals and motivations remain unclear.

The object also contains some general characteristics of the malware, such as its type and capabilities. Overall, ProcDump appears to be a malicious tool that has been employed by attackers to facilitate credential theft, but further information is needed to fully understand its role and impact in cyberattacks.",malware--ed1205fd-5a89-7934-d89d-a9e92016e2d0,malware
"The object contains information about a threat actor known as Andariel. Andariel is explicitly mentioned as the group responsible for the TigerRAT attack on Windows web servers in Q4 2025, where they used various tools to gain control over IIS servers, execute commands, and exfiltrate sensitive information.

The primary goals of Andariel were to compromise Windows web servers, establish persistent remote access via TigerRAT, collect system and credential information, and delete event logs to cover their tracks. These objectives suggest a high level of sophistication in the threat actor's tactics, which can be categorized as advanced due to their use of sophisticated tools and techniques.

The primary motivation behind Andariel's actions appears to be espionage, indicating that their intentions are focused on gathering sensitive information for national interests. As a nation-state threat actor, Andariel's activities suggest a level of strategic planning and organization, highlighting the complexity of modern cyber threats.",threat-actor--b347d101-0c74-d7b5-20e3-abeda837818f,threat-actor
"The object contains information about a tool, specifically PowerShell. It was created to download additional payloads such as TigerRAT, ProcDump, PetitPotato, and PrintSpoofer from external sources, which would enable further compromise and post-exploitation actions.

PowerShell was used by an attacker for its ability to download these malicious payloads, allowing the attacker to carry out various attacks. The tool's capabilities include exploitation, execution, and information gathering, indicating that it can be used to launch attacks, execute malicious code, and gather information from a compromised system.

The primary purpose of using PowerShell in this context is likely to leverage its ability to download and run additional payloads, which would enable the attacker to carry out various malicious actions. However, without further information about the specific goals or motivations behind the use of PowerShell, it is difficult to provide more specific details on its intended use.

Overall, the object provides a general overview of the tool's capabilities and potential uses, highlighting its ability to download and run malicious payloads, and indicating that it can be used for exploitation, execution, and information gathering.",tool--2f2d399f-0ea8-8448-59fe-5514b304733b,tool
"The object contains information about a specific tool, identified as ProcDump. ProcDump is described as a legitimate Microsoft Sysinternals utility used by an attacker to dump process memory and facilitate credential theft from a compromised Windows web server. The attack utilized this tool to gain unauthorized access and steal sensitive credentials. The threat actor type associated with this tool is not specified in the data provided.",tool--ed1205fd-5a89-7934-d89d-a9e92016e2d0,tool
"The object contains information about a cybersecurity tool known as PrintSpoofer. It is described as a dual-use tool that was leveraged to escalate privileges on a compromised system by exploiting Windows Print Spooler vulnerabilities. The primary purpose of the tool appears to be related to privilege escalation, which involves increasing the privileges or rights of an unauthorized entity within a computer system.",tool--e707c52c-be6f-4c95-a24e-f9001dfadc55,tool
"The object contains information about a vulnerability tool known as PetitPotato, which was utilized to exploit token impersonation vulnerabilities on an infected Windows server. This tool allows for dual-use privilege escalation, enabling the exploitation of elevated permissions on compromised systems.

PetitPotato is categorized under the tools that use ""privilege-escalation"" and ""exploitation"" capabilities. It is classified as a tool with sophisticated sophistication levels, but its primary motivation remains undefined.

The tool has been associated with gaining elevated permissions on Windows servers by exploiting specific vulnerabilities. Its development and usage were likely carried out by an actor belonging to the identity class mentioned in the metadata field, which remains unspecified due to the lack of information.

PetitPotato is a part of various kill chain phases, including the ""privilege-escalation"" phase associated with the MITRE Attack framework.",tool--4e1e8796-3ba4-6341-edbc-83b5405d4527,tool
"The object contains information about a tool used for malicious activities, specifically the abuse of the IIS web server's process to execute attacker-controlled commands and facilitate webshell installation. The primary purpose of this tool is to enable remote control and further exploitation. The threat actor associated with this tool utilizes tactics such as execution and remote access to compromise systems.

The tool in question is linked to the IIS (Internet Information Services) web server, which was exploited by the attacker to carry out malicious activities. The specifics of the attack are not detailed in the provided metadata, but it is clear that the goal was to abuse the IIS process for nefarious purposes.

The sophistication level of this tool is unknown, as indicated by the 'sophistication' field being empty. However, the use of attacker-controlled commands and webshell installation suggests a certain level of complexity and potential impact. The threat actor types associated with this tool are not specified, but the capabilities listed ('execution', 'remote-access') indicate that they are capable of compromising systems at a distance.

Overall, the object provides insight into a malicious tool used to facilitate exploitation and remote control, highlighting the importance of securing web servers and protecting against such threats.",tool--ff17a246-8ec7-559d-8641-e0db15358651,tool
"The object contains information about a Windows system utilities tool that was used by an attacker for various malicious purposes. The tools utilized by the attacker included query, whoami, qwinsta, netstat, tasklist, systeminfo, and ipconfig.

The primary function of these tools is to gather information about the compromised server, including user enumeration and system reconnaissance. Additionally, the attacker used appcmd to further gather information.

The tool's sophistication level is not specified in the data. However, it is classified as a type of threat actor belonging to the ""information-gathering"" category, indicating that its primary motivation was to collect information about the compromised server.

It is worth noting that this tool does not fit into any specific family of threats and belongs to the ""mitre-attack"" kill chain phase named ""discovery"".",tool--6cef2221-a480-4f46-58b9-d116dbb8c19c,tool
