summary,id
"The object contains information about a threat cluster tracked by Google's Threat Intelligence Group (GTIG). The cluster is named UNC6485 and is responsible for exploiting a specific vulnerability (CVE-2025-12480) to conduct various malicious activities.

This threat cluster is characterized by its ability to escalate privileges, evade defenses, and deploy remote access utilities. It appears to be a post-exploitation threat, indicating that it is designed to operate after an initial exploit has been successful.

The primary function of this threat cluster is unclear, with both primary and secondary motivations mentioned. However, the fact that it targets multiple regions suggests a high level of sophistication and reach.

In terms of its properties, the threat cluster does not specify any particular country of origin or external references for further information. Its labels are also missing, which may indicate a lack of specific categorization or classification.

Overall, this threat cluster represents a significant concern due to its potential to conduct malicious activities and evade detection.",intrusion-set--1eadb6d1-ad67-4c48-8b12-34760ac46cd1
"The object contains information about the Lazarus Group, a North Korean government-aligned advanced persistent threat (APT) group. The group is known for its involvement in various malicious activities, including cyberespionage, financial theft, and disruptive attacks.

Lazarus Group has been identified as having multiple aliases, including ""Lazarus"", ""APT38"", and ""Hidden Cobra"". However, its country of origin remains unknown, as indicated by the 'country' field being marked as nan (not a number).

The group's primary motivations are espionage and financial gain. According to external sources, such as ESET Research, Lazarus Group has targeted companies supplying UAV technology to Ukraine in an operation known as Operation DreamJob. This campaign utilized the ScoringMathTea RAT malware.

Lazarus Group's goals include espionage and theft of knowledge related to UAV technology. The group's activities have been associated with financial gain, although this is not explicitly stated as its primary motivation.

The object also contains information about Lazarus Group's methods and tactics. Its primary motivation for espionage has been identified as the desire to gather sensitive information, while financial gain is seen as a secondary benefit of certain operations.

It is worth noting that Lazarus Group operates at a government level, indicating its ties to the North Korean regime. However, further details about this affiliation are not provided in the object's metadata.",intrusion-set--22077c0a-f82e-4dae-9446-6d13817e4fb5
"The object contains information about an APT (Advanced Persistent Threat) group known as SideWinder. This group is specifically targeting South Asian governments, military, and tax agencies.

SideWinder uses various tactics to deliver malware, including phishing emails themed around tax refunds, DLL side-loading, Living-off-the-Land binaries, and cloud storage for payload delivery. The group has been known to use fake tax department websites to trick their targets into divulging sensitive information.

The primary motivations of SideWinder are espionage, data theft, and targeting government, military, and tax organizations. They employ a multi-stage approach to deliver payloads, using various techniques to evade detection.

Some notable aspects of SideWinder's activities include:

- Targeting Indian tax officials with fake tax department websites
- Leveraging Living-off-the-Land binaries for payload delivery
- Using cloud storage to distribute malware

It is essential to note that SideWinder is considered an organization threat, and their primary motivation is espionage. However, the group also engages in data theft and targets government, military, and tax organizations as part of their operations.",intrusion-set--e4b31173-0eff-4e91-90a3-b607a923229f
"The object contains information about an Advanced Persistent Threat (APT) group known as APT28, also referred to as Fancy Bear. This Russian state-sponsored threat group is associated with multiple cyber espionage campaigns.

APT28 has been linked to various operations, including the NotDoor campaign, which was attributed to them by Lab52. 

In terms of its attributes and characteristics, APT28 is described as a type of ""intrusion-set"", indicating that it represents a collection or set of tactics, techniques, and procedures (TTPs) used by the group for their malicious activities.

The object's labels include several key classifications: Russian, state-sponsored, and categorized under the ""apt"" designation, which likely stands for Advanced Persistent Threat.",intrusion-set--c72280a5-84c7-40da-b63f-3f86dc204519
"The object contains information about BO Team, a hacktivist group known for targeting Russian organizations. BO Team is notable for collaborating with other hacktivist clusters, such as the Ukrainian Cyber Alliance. The group's activities are linked to the use of specific tools, including Tuoni and Cobalt Strike, in attacks.

It is also suspected that BO Team shares tools and knowledge with another group, Red Likho. The group has been identified by Kaspersky, a cybersecurity firm, and its activities have been documented online.

BO Team's goals and motivations are not well understood, but it appears to be a key player in the cyber threat landscape, particularly in relation to Russia. However, more information is needed to fully understand the group's objectives and tactics.",intrusion-set--42974abf-7a95-4edc-9b7f-d1fa54f9bea2
"The object contains information about MuddyWater, a suspected Iran-backed Advanced Persistent Threat (APT) group. The group is active since at least early 2017 and primarily targets the Middle East, Europe, and North America, focusing on government, military, telecommunications, and oil industries.

MuddyWater is known for its sophisticated phishing attacks using highly obfuscated techniques and custom malware payloads, including the UDPGangster and Phoenix backdoors. The group's primary motivation is espionage, with secondary goals of data theft and long-term access.

The MuddyWater APT group uses a range of tactics, including phishing, custom malware, and other advanced techniques to achieve its objectives. Its targets include government agencies, military organizations, telecommunications companies, and oil industry entities.

The group's activities are focused on gaining long-term access to compromised networks, allowing for the theft of sensitive data and furthering the interests of Iran. MuddyWater's use of custom malware payloads and sophisticated phishing techniques makes it a highly effective and stealthy APT group.

Overall, MuddyWater is considered a significant threat to national security and cybersecurity, as its activities have far-reaching implications for governments, industries, and individuals worldwide.",intrusion-set--79cea690-70be-4e26-a251-cc908f449271
"The object contains information about a pro-Ukrainian hacktivist group called 4BID. The group is active since early 2025 and has been involved in attacks against Russian organizations in various sectors, including manufacturing, healthcare, and government.

4BID primarily operates via Telegram and has demonstrated collaboration with other hacktivist groups such as BO Team and Red Likho. The group's goals include disrupting Russian organizations, encrypting and destroying data, and publicly disclosing compromised information.

The primary motivation behind 4BID's actions is ideological, while their secondary motivation is political. This suggests that the group is driven by a desire to promote Ukrainian interests and challenge Russian influence.

It is worth noting that 4BID's aliases are listed as [""4BID""], but the country of origin is not specified. The group's activities have been ongoing since early 2025, but the exact start date is unknown.",intrusion-set--c6dc22f0-66a4-4cfd-a2b5-c7b51a3532d4
"The object contains information about BO Team, a hacktivist group known for conducting large-scale operations against Russian targets. They are associated with the ZeronetKit backdoor and have used ransomware such as Babuk. BO Team has also demonstrated collaboration with other hacktivist clusters.

BO Team's primary motivation is not explicitly stated, but they are considered to be driven by a desire to disrupt the activities of Russian targets. They have been involved in various operations targeting Russia, although no specific goals or objectives are provided.

The group's tactics and techniques are not fully disclosed, but it is known that they have used ransomware and other forms of cyber attacks. BO Team's methods are considered to be sophisticated, as evidenced by their association with the ZeronetKit backdoor.

BO Team has also been linked to other malicious activities, including collaboration with other hacktivist groups. This suggests that they may be part of a larger network of cyber actors with shared goals and objectives.

Overall, BO Team is considered to be a significant threat actor in the context of Russian-targeted cyber attacks, although more information would be needed to fully understand their motivations and methods.",intrusion-set--83a2cb67-383b-4e4d-95d9-35704d9e0098
"The object contains information about a hacktivist group known as Red Likho. 

Red Likho is associated with large-scale operations against Russian targets and has collaborated with other hacktivist groups like 4BID and BO Team. The group is also linked to the GoRed backdoor, indicating its involvement in sophisticated cyber activities.

The primary motivation behind Red Likho's actions appears to be largely unknown, but it does not seem to have any specific or clear stated goals. Instead, the nature of their objectives seems to be somewhat ambiguous.

Red Likho operates primarily against Russian targets, with information on other regions being unobtainable. Despite this, the full extent and scale of Red Likho's activities remain unclear due to lack of detailed information available.",intrusion-set--5cd406df-7087-4ed7-86f9-ce539239edf1
"The object contains information about Qilin, a ransomware threat actor. Qilin is considered one of the more aggressive cartels in the ransomware space in 2025, boasting a very active dark web presence and being viewed as lucrative criminal cartel. According to external references, Talos Blog provides insight into Qilin's attack methods through multiple cases, further solidifying its position as a significant threat actor in this field.",intrusion-set--7bd79330-8304-461e-8ec5-1d813672cd1e
"The object contains information about an intrusion set, specifically UAT-9686. This entity actively targets Cisco Secure Email Gateway and Secure Email and Web Manager appliances, primarily those with non-standard configurations.

Key details about the threat actor include:

- The primary motivation of this threat actor is not explicitly stated.
- There are no known secondary motivations or types of threat actors associated with UAT-9686.

The threat set was first mentioned in a Cisco Security Advisory document available at https://sec.cloudapps.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-sma-attack-N9bf4",intrusion-set--2547b7cd-443f-4511-bb30-2359094e115d
"The object contains information about an Android spyware campaign tracked by Unit 42. The campaign, identified as CL-UNK-1054, is associated with commercial spyware operations linked to private sector offensive actors (PSOAs). 

It shares infrastructure and tradecraft patterns with other malicious campaigns, raising concerns about possible connections to Stealth Falcon and the Variston spyware framework.",intrusion-set--4e5c3c3d-968c-42b0-aa3b-6439a8e97992
"The object contains information about an evolving cyber threat campaign known as WEBJACK. Here is a detailed summary of the data:

The WEBJACK campaign is an IIS hijacking operation that leverages search engine optimization (SEO) tactics for fraudulent and monetization purposes. The attackers compromise IIS servers to deploy malicious modules, conduct SEO poisoning, redirect users to gambling sites, and generate revenue from traffic.

The campaign utilizes Chinese red-team tools and primarily targets high-profile websites in Vietnam, Latin America, and Asia. WEBJACK is a financially motivated threat actor that employs tactics such as SEO poisoning, fraud, monetization, traffic redirection, and concealment.

The campaign's goals include SEO poisoning, fraud, monetization, traffic redirection, and concealment, with financial gain being the primary motivation. WEBJACK operates at an organizational level and is categorized as an intrusion set threat.

Key characteristics of the WEBJACK campaign include its use of Chinese red-team tools and targeting of high-profile sites in specific regions. The campaign's tactics are designed to exploit vulnerabilities in IIS servers, allowing attackers to deploy malicious modules and conduct SEO poisoning.",intrusion-set--4ef38d0f-eda5-4eee-a110-ec8dd88e3ddb
"The object contains a detailed description of an intrusion set threat actor known as DragonRank. This organization is associated with various malicious activities, including SEO poisoning, fraud, and promoting services globally.

DragonRank's primary motivation appears to be financial gain, driven by the promotion of services and exploitation of vulnerabilities for illicit purposes. The threat actor's methods include SEO poisoning, a technique used to manipulate search engine rankings and redirect users to malicious websites.

The organization is linked to ttseo66[.]com and Telegram contact ggfa55, suggesting a presence in the dark web and social media platforms. DragonRank's activity cluster is distinct from WEBJACK but shares some similarities with other threat actors.

Key characteristics of DragonRank include:

- A focus on SEO poisoning and fraud
- Promotion of services globally for financial gain
- Association with ttseo66[.]com and Telegram contact ggfa55
- Distinct activity cluster, separate from WEBJACK
- Malicious activities driven by primary motivation of financial gain

Overall, DragonRank represents a significant threat actor in the cyber security landscape, employing sophisticated tactics to manipulate online environments for malicious purposes.",intrusion-set--e597d667-06c4-48c8-99bf-de729a0ae5b6
"The object contains information about a hacker group known as Cavalry Werewolf. The group is identified by various aliases, but the most commonly referred to name is Cavalry Werewolf.

Cavalry Werewolf targets Russian government organizations and has been observed using open-source malware for its attacks. This includes backdoors, which are used for remote command execution and persistence in compromised networks. The group typically initiates its attacks through phishing emails with malicious attachments.

Additionally, the group utilizes Telegram API for communication and control (C2) operations with infected systems. There is also a PDF report available from Dr.Web that provides more details about the group's activities, which can be found at https://st.drweb.com/static/new-www/news/2025/october/cavalry_werewolf/Cavalry_Werewolf_ru.pdf.

The goals of Cavalry Werewolf include collecting confidential information, conducting network reconnaissance, and maintaining persistence in compromised networks. The primary motivation behind these actions is espionage, although the specific motivations are not fully specified.

It is worth noting that there is limited information available about this particular group, as some fields such as first seen, last seen, and resource level are missing or not provided.",intrusion-set--3c2df300-405a-481b-bef8-66daaf37e86c
"The object contains detailed information about an advanced persistent threat (APT) group known as Evasive Panda. The group has been active since at least 2012 and is recognized for its sophisticated and evolving tactics.

Evasive Panda has conducted highly-targeted campaigns, utilizing various techniques such as adversary-in-the-middle (AitM) attacks, supply-chain compromise, and watering-hole attacks. They have also employed DNS poisoning, custom loaders, and the MgBot implant to achieve long-term persistence and defense evasion.

The group's primary motivation for espionage is evident in their actions, which include targeting multiple industries. Their goals are categorized into three main objectives: long-term persistence, espionage, and targeting various sectors of industry.

Evasive Panda has been observed to target victims in several countries, including Türkiye, China, and India. The group's tactics have resulted in significant damage and compromise to the security of its targets.

In summary, Evasive Panda is a sophisticated APT group that has been active since 2012, conducting highly targeted campaigns using advanced techniques. Their primary motivation for espionage is evident in their actions, which aim to achieve long-term persistence, steal sensitive information, and disrupt the operations of various industries.",intrusion-set--322b3a4f-1ff8-4d6e-b37a-7cf1802211fe
"The object contains information about an unattributed Android banking threat actor. The actor is suspected to be of Turkish-speaking origin and may have previously distributed Coper malware under the MaaS model.

The threat actor's description states that the individual behind Frogblight, a malicious activity detected by Kaspersky Securelist, remains unidentified but is believed to have ties to Turkey and possibly engaged in distributing Coper malware in the past.

A key takeaway from this data is that the unattributed Android banking threat actor is likely of Turkish-speaking origin and may be involved in distributed malware campaigns.",intrusion-set--023afe7a-aeff-4f28-bcfa-1d60905c6513
"The object contains information about a threat actor known as UAC-0041. This actor is associated with the use of Snake Keylogger in conjunction with Formbook as a loader.

The goals of this threat actor are primarily focused on credential theft and information gathering. These objectives suggest that the primary motivation behind UAC-0041's activities is to obtain sensitive information from its targets.

Despite not having specific details about the regions or countries where UAC-0041 operates, it is clear that this threat actor has a targeted approach, focusing on organization-level attacks rather than broader geographic regions.

There are no further details provided in the object about its primary motivation, secondary motivations, roles, resource level, threat actor types, targets, or labels.",intrusion-set--c6b6dd93-6783-43aa-afd9-ecb9854d9de8
"The object contains information about a threat actor named TA558, which uses steganography and multiple malware families, including AgentTesla, FormBook, Remcos, LokiBot, GuLoader, XWorm, and Snake Keylogger. The primary goal of this threat actor is to achieve credential theft and information gathering.",intrusion-set--db3904b7-f4ea-4b2c-b4df-db90dcc33c26
"The object contains information about the Lazarus Group, a North Korean state-sponsored threat actor. The group is known for its involvement in various cyber operations, including espionage, financial theft, and destructive attacks.

The Lazarus Group's tactics and techniques include the use of evolving malware families, credential theft toolkits, and repeated infrastructure patterns such as FRP tunneling and certificate reuse. This approach allows the group to maintain a high level of persistence and adaptability in its cyber operations.

The primary motivation behind the Lazarus Group's activities is organizational gain, although personal gain and ideological motivations may also play a role. The group's goals include espionage, financial gain, and destructive operations, which are carried out through various means such as hacking, phishing, and malware distribution.

The Lazarus Group is considered a sophisticated threat actor due to its use of advanced techniques and its ability to evade detection by security measures. Its involvement in cyber operations has been linked to several high-profile incidents, including data breaches and financial losses suffered by organizations worldwide.",intrusion-set--43368410-79d3-46ba-8314-4bc498a33e1d
"The object contains information about a North Korean state-sponsored threat actor group known as Kimsuky. The group is focused primarily on cyber espionage and shares infrastructure and toolkits with other DPRK groups, including Lazarus.

Kimsuky's primary goal is espionage, and the group has been involved in credential harvesting and the use of open directories for staging tools. This suggests that the group's main motivation is organizational gain, as they aim to gather sensitive information from their targets for the benefit of their organization.

The group's tactics and techniques are likely to involve sophisticated cyber attacks, but specific details about their methods are not provided in this data. Nevertheless, Kimsuky's activities demonstrate a clear commitment to espionage and cyber warfare.",intrusion-set--de7a2f8a-788a-4970-a922-4f8f198de419
"The object contains information about the SwimSnake Group, a Chinese-speaking cybercriminal organization active since at least 2022. The group operates under various aliases, including ""游蛇团伙"", ""银狐"", and ""谷落大盗"". 

This group primarily targets domestic Chinese users for fraud, credential theft, and data exfiltration through phishing emails, SEO poisoning, fake download sites, and social engineering via instant messaging platforms such as WeChat and QQ. One of the distinctive features of this organization is its Fraud-as-a-Service (FaaS) operations, where it sells or leases attack tools and infrastructure to other criminal affiliates. 

Key goals of the SwimSnake Group include fraud, credential theft, and data exfiltration, with a primary motivation driven by financial gain. The group is classified under various labels, including ""游蛇团伙"", ""银狐"", ""谷落大盗"", ""FaaS"", and ""Fraud-as-a-Service"".",intrusion-set--bf0582a3-4c93-4677-9967-b7f112c06cbd
"The object contains information about the LongNosedGoblin intrusion set, a China-aligned APT group. The group was discovered by ESET Research and is active since at least September 2023.

The LongNosedGoblin group primarily engages in cyberespionage activities, targeting governmental entities in Southeast Asia and Japan for information theft. They use various tactics to achieve their objectives, including the use of Group Policy for malware deployment and lateral movement, as well as cloud services such as OneDrive and Google Drive for command and control (C&C) purposes.

The group's activities are centered around espionage, with specific goals that include cyberespionage and information theft from governmental entities. They also utilize other tactics to further their objectives, which are not explicitly stated in the provided data.

Overall, the LongNosedGoblin intrusion set is a sophisticated APT group that poses a significant threat to governmental entities in Southeast Asia and Japan due to its advanced techniques and targeted approach.",intrusion-set--fc422fe3-cb13-4a69-ab96-f4d78f76a427
"The object contains information about an Advanced Persistent Threat (APT) group known as ToddyCat. The group is recognized for its sophisticated techniques used to covertly access business correspondence and credentials from target organizations.

ToddyCat has been identified as a threat actor that targets various Microsoft platforms, including Exchange Server, Microsoft 365, and Gmail. The group utilizes custom tools for stealing credentials, exfiltrating emails, and extracting access tokens.

Additionally, ToddyCat has been linked to an incident reported by Securelist, which provides further insight into the group's activities.",intrusion-set--586c7136-582a-49e9-a588-e1620cc9c1f5
"The object contains information about an intrusion set tracked by Unit 42, specifically CL-CRI-1036. The group behind this intrusion set has been involved in financially motivated malicious activity, primarily targeting organizations in the Asia-Pacific region.

The actors have utilized various tactics, including the deployment of 01flip ransomware and Sliver implants, to carry out their attacks. These operations have resulted in data leaks on dark web forums, manual exploitation of systems, and ransomware deployment against critical infrastructure.

The primary motivation behind CL-CRI-1036's actions is financial gain, with secondary goals including data theft and ransomware deployment. The intrusion set has been associated with cybercrime, ransomware, and data leak activities in the Asia-Pacific region.

Key characteristics of this intrusion set include its focus on financially motivated malicious activity, manual exploitation, and ransomware deployment. The group's tactics have been tracked by Unit 42, providing insight into their methods and motivations.",intrusion-set--d74dd6a1-f871-4530-9603-2d27e1b83fd4
"The object contains information about Kimsuky, a North Korea-linked threat actor group. The group is known for targeting South Korean organizations and individuals with various malicious activities.

Kimsuky has been consistently operating since at least the 2010s and is attributed to the development and deployment of KimJongRAT and related malware families. They employ sophisticated social engineering tactics, leverage cloud services, and use tailored spear-phishing campaigns using victims' personal information.

The primary motivation of Kimsuky is espionage, with secondary goals including credential theft, data exfiltration, and targeting South Korean entities. The group's threat actor types are not explicitly stated in the provided metadata, but it is clear that they pose a significant threat to organizations and individuals in South Korea.

It's worth noting that Kimsuky has been linked to other malicious activities, such as spear-phishing campaigns against US national security think tanks. This highlights the group's sophistication and willingness to target a wide range of victims across different regions.",intrusion-set--9b78caad-eca2-4d00-93b3-e6a09b5d8c28
"The object contains information about APT41, a long-running Chinese espionage group. The group is believed to be composed of multiple sub-groups, including Blackfly, Grayfly, Redfly, and Earth Longzhi.

APT41 has targeted various countries, specifically Taiwan, China, Thailand, Malaysia, Indonesia, Pakistan, Ukraine, and the United States. Their focus areas include espionage and monitoring foreign governments' attitudes and policies toward China.

The primary motivations of APT41 are espionage, persistence, and credential access. They aim to gather sensitive information from their targets while maintaining a long-term presence in the compromised environments.

Notable aliases associated with this group include Blackfly, Grayfly, Redfly, and Earth Longzhi. These aliases suggest the diversity and complexity within the group's structure.

Overall, APT41 is considered a significant threat actor due to its extensive reach, sophisticated tactics, and persistent activities.",intrusion-set--1121b7e1-5f0f-4efc-b8c8-ab5385988017
"The object contains information about Kelp, a China-linked threat group that gained prominence in 2024 for its involvement in compromising the networks of multiple US telecoms companies. The group is also known as Salt Typhoon and Earth Estries.

Kelp's activities were particularly notable in the run-up to the 2024 US presidential election, where it intercepted communications of campaign staff. This espionage effort was part of a broader pattern of activity by Kelp, which shares tools with other Chinese actors and has targeted organizations in dozens of countries.

The group's primary motivations are espionage and persistence, suggesting that its main goal is to gather sensitive information from its targets while also maintaining a long-term presence on their networks. The object does not provide further detail about the secondary motivations or actions attributed to Kelp.",intrusion-set--204f5aa5-18b6-4817-bc1d-b7b52f851917
"The object contains information about the Space Pirates, a China-linked threat actor group. They are believed to have been active since at least 2017, indicating their malicious activities have spanned over five years.

These actors are noted for carrying out attacks against Russian companies and sharing tools with other Chinese threat groups. This suggests they operate in collaboration with other nation-state actors, possibly as part of broader efforts by the People's Republic of China to expand its cyber espionage capabilities.

The primary motivation of the Space Pirates is described as espionage. They seem to be driven primarily by the need for sensitive information from their adversaries' systems, likely using these resources to further Chinese national interests or acquire intelligence that could gain a strategic advantage in various areas such as technology and defense.

While the space pirates are primarily motivated by espionage, some have noted collaboration with other malicious actors, indicating a broad scope of operations possibly including but not limited to, economic sabotage and intellectual property theft.",intrusion-set--e3604cb8-0438-4930-9a0e-f9b60154234f
"The object contains information about Medusa ransomware. The ransomware group is described as a service-based operation that became active in 2025. It primarily exploits vulnerabilities in the SimpleHelp RMM system to gain access to and encrypt victim systems, ultimately exfiltrating data.

Medusa's tactics include double extortion methods, where both the encrypted files and backups are demanded for payment. Additionally, the group operates a dark web leak site, providing a platform for leaked data to be shared.

The Medusa ransomware was identified by security firm ZenSec in their report available at https://zensec.co.uk/medusa-ransomware/.",intrusion-set--ed59cbae-8883-4606-90c7-a8f02575ae59
